id	Type
CA5BP1	FRG
CA6	FRG
CA7	FRG
CA8	FRG
CA9	FRG
CAAP1	FRG
CAB39	FRG
CAB39L	FRG
CABIN1	FRG
CABP1	FRG
CABP2	FRG
CABP5	FRG
CABYR	FRG
CACFD1	FRG
CACNA1B	FRG
CACNA1C	FRG
CACNA1D	FRG
CACNA1E	FRG
CACNA1F	FRG
CACNA1G	FRG
CACNA1H	FRG
CACNA1I	FRG
CACNA1S	FRG
CACNA2D1	FRG
CACNA2D2	FRG
CACNA2D3	FRG
CACNB1	FRG
CACNB2	FRG
CACNB3	FRG
CACNB4	FRG
CACNG1	FRG
CACNG2	FRG
CACNG3	FRG
CACNG4	FRG
CACNG5	FRG
CACTIN	FRG
CACYBP	FRG
CAD	FRG
CADM1	FRG
CADM3	FRG
CADM3-AS1	FRG
CADM4	FRG
CADPS	FRG
CADPS2	FRG
CALB1	FRG
CALB2	FRG
CALCA	FRG
CALCB	FRG
CALCOCO1	FRG
CALCOCO2	FRG
CALCR	FRG
CALCRL	FRG
CALD1	FRG
CALHM2	FRG
CALM1	FRG
CALML3	FRG
CALML4	FRG
CALML5	FRG
CALR	FRG
CALU	FRG
CALY	FRG
CAMK1	FRG
CAMK1D	FRG
CAMK1G	FRG
CAMK2A	FRG
CAMK2B	FRG
CAMK2G	FRG
CAMK2N1	FRG
CAMK4	FRG
CAMKK2	FRG
CAMKMT	FRG
CAMKV	FRG
CAMLG	FRG
CAMP	FRG
CAMSAP1	FRG
CAMSAP2	FRG
CAMTA1	FRG
CAMTA2	FRG
CAND1	FRG
CAND2	FRG
CANT1	FRG
CANX	FRG
CAP1	FRG
CAP2	FRG
CAPG	FRG
CAPN1	FRG
CAPN10	FRG
CAPN11	FRG
CAPN15	FRG
CAPN2	FRG
CAPN3	FRG
CAPN5	FRG
CAPN6	FRG
CAPN7	FRG
CAPN9	FRG
CAPNS1	FRG
CAPRIN1	FRG
CAPRIN2	FRG
CAPZA1	FRG
CAPZA2	FRG
CAPZB	FRG
CARD10	FRG
CARD14	FRG
CARD8	FRG
CARF	FRG
CARHSP1	FRG
CARKD	FRG
CARM1	FRG
CARS	FRG
CARS2	FRG
CARTPT	FRG
CASC1	FRG
CASC5	FRG
CASD1	FRG
CASK	FRG
CASKIN2	FRG
CASP1	FRG
CASP10	FRG
CASP2	FRG
CASP3	FRG
CASP4	FRG
CASP5	FRG
CASP6	FRG
CASP7	FRG
CASP8	FRG
CASP8AP2	FRG
CASP9	FRG
CASQ1	FRG
CASQ2	FRG
CASR	FRG
CASS4	FRG
CAST	FRG
CASZ1	FRG
CAT	FRG
CATR1	FRG
CATSPERB	FRG
CATSPERG	FRG
CAV1	FRG
CAV2	FRG
CAV3	FRG
CBFA2T2	FRG
CBFA2T3	FRG
CBFB	FRG
CBL	FRG
CBLB	FRG
CBLC	FRG
CBLL1	FRG
CBLN1	FRG
CBR1	FRG
CBR3	FRG
CBR4	FRG
CBS	FRG
CBX1	FRG
CBX2	FRG
CBX3	FRG
CBX4	FRG
CBX5	FRG
CBX6	FRG
CBX7	FRG
CBX8	FRG
CBY1	FRG
CC2D1A	FRG
CCAR2	FRG
CCBL1	FRG
CCBL2	FRG
CCDC101	FRG
CCDC102B	FRG
CCDC106	FRG
CCDC109B	FRG
CCDC121	FRG
CCDC130	FRG
CCDC132	FRG
CCDC134	FRG
CCDC144A	FRG
CCDC15	FRG
CCDC170	FRG
CCDC176	FRG
CCDC177	FRG
CCDC181	FRG
CCDC186	FRG
CCDC19	FRG
CCDC22	FRG
CCDC25	FRG
CCDC28A	FRG
CCDC28B	FRG
CCDC30	FRG
CCDC33	FRG
CCDC40	FRG
CCDC47	FRG
CCDC51	FRG
CCDC53	FRG
CCDC57	FRG
CCDC59	FRG
CCDC6	FRG
CCDC64	FRG
CCDC68	FRG
CCDC69	FRG
CCDC7	FRG
CCDC70	FRG
CCDC71	FRG
CCDC81	FRG
CCDC82	FRG
CCDC85B	FRG
CCDC85C	FRG
CCDC86	FRG
CCDC87	FRG
CCDC88A	FRG
CCDC88C	FRG
CCDC9	FRG
CCDC90B	FRG
CCDC91	FRG
CCDC92	FRG
CCDC93	FRG
CCDC94	FRG
CCHCR1	FRG
CCIN	FRG
CCK	FRG
CCKAR	FRG
CCKBR	FRG
CCL1	FRG
CCL11	FRG
CCL13	FRG
CCL16	FRG
CCL17	FRG
CCL18	FRG
CCL19	FRG
CCL2	FRG
CCL20	FRG
CCL21	FRG
CCL22	FRG
CCL23	FRG
CCL24	FRG
CCL25	FRG
CCL27	FRG
CCL4	FRG
CCL5	FRG
CCL7	FRG
CCL8	FRG
CCNA1	FRG
CCNA2	FRG
CCNB1	FRG
CCNB1IP1	FRG
CCNB2	FRG
CCNC	FRG
CCND1	FRG
CCND2	FRG
CCND3	FRG
CCNE1	FRG
CCNE2	FRG
CCNF	FRG
CCNG1	FRG
CCNG2	FRG
CCNH	FRG
CCNI	FRG
CCNJ	FRG
CCNJL	FRG
CCNK	FRG
CCNL1	FRG
CCNL2	FRG
CCNO	FRG
CCNT1	FRG
CCNT2	FRG
CCP110	FRG
CCPG1	FRG
CCR1	FRG
CCR10	FRG
CCR2	FRG
CCR3	FRG
CCR4	FRG
CCR5	FRG
CCR6	FRG
CCR7	FRG
CCR8	FRG
CCR9	FRG
CCRL2	FRG
CCRN4L	FRG
CCS	FRG
CCSER2	FRG
CCT2	FRG
CCT4	FRG
CCT5	FRG
CCT6A	FRG
CCT6B	FRG
CCT7	FRG
CCT8	FRG
CCT8L2	FRG
CCZ1	FRG
CCZ1B	FRG
CD101	FRG
CD14	FRG
CD151	FRG
CD160	FRG
CD163	FRG
CD164	FRG
CD177	FRG
CD180	FRG
CD19	FRG
CD1A	FRG
CD1B	FRG
CD1C	FRG
CD1D	FRG
CD1E	FRG
CD2	FRG
CD200	FRG
CD207	FRG
CD209	FRG
CD22	FRG
CD226	FRG
CD24	FRG
CD244	FRG
CD247	FRG
CD248	FRG
CD27	FRG
CD28	FRG
CD2AP	FRG
CD2BP2	FRG
CD300A	FRG
CD300C	FRG
CD320	FRG
CD33	FRG
CD34	FRG
CD36	FRG
CD37	FRG
CD38	FRG
CD3D	FRG
CD3E	FRG
CD3EAP	FRG
CD3G	FRG
CD4	FRG
CD40	FRG
CD40LG	FRG
CD44	FRG
CD46	FRG
CD47	FRG
CD48	FRG
CD5	FRG
CD52	FRG
CD53	FRG
CD55	FRG
CD58	FRG
CD59	FRG
CD5L	FRG
CD6	FRG
CD63	FRG
CD69	FRG
CD7	FRG
CD70	FRG
CD72	FRG
CD74	FRG
CD79A	FRG
CD79B	FRG
CD80	FRG
CD81	FRG
CD82	FRG
CD83	FRG
CD84	FRG
CD86	FRG
CD8A	FRG
CD9	FRG
CD93	FRG
CD96	FRG
CD97	FRG
CD99	FRG
CDA	FRG
CDADC1	FRG
CDC123	FRG
CDC14A	FRG
CDC14B	FRG
CDC16	FRG
CDC20	FRG
CDC23	FRG
CDC25A	FRG
CDC25B	FRG
CDC25C	FRG
CDC27	FRG
CDC34	FRG
CDC37	FRG
CDC37L1	FRG
CDC40	FRG
CDC42	FRG
CDC42BPA	FRG
CDC42BPB	FRG
CDC42EP1	FRG
CDC42EP2	FRG
CDC42EP3	FRG
CDC42EP4	FRG
CDC42SE1	FRG
CDC45	FRG
CDC5L	FRG
CDC6	FRG
CDC7	FRG
CDC73	FRG
CDCA3	FRG
CDCA4	FRG
CDCA8	FRG
CDCP1	FRG
CDH1	FRG
CDH10	FRG
CDH11	FRG
CDH12	FRG
CDH13	FRG
CDH15	FRG
CDH16	FRG
CDH17	FRG
CDH18	FRG
CDH19	FRG
CDH2	FRG
CDH20	FRG
CDH22	FRG
CDH3	FRG
CDH4	FRG
CDH5	FRG
CDH6	FRG
CDH7	FRG
CDH8	FRG
CDH9	FRG
CDHR1	FRG
CDHR2	FRG
CDHR5	FRG
CDIP1	FRG
CDIPT	FRG
CDK1	FRG
CDK10	FRG
CDK12	FRG
CDK13	FRG
CDK14	FRG
CDK16	FRG
CDK17	FRG
CDK18	FRG
CDK19	FRG
CDK2	FRG
CDK20	FRG
CDK2AP1	FRG
CDK2AP2	FRG
CDK4	FRG
CDK5	FRG
CDK5R1	FRG
CDK5R2	FRG
CDK5RAP1	FRG
CDK5RAP2	FRG
CDK5RAP3	FRG
CDK6	FRG
CDK7	FRG
CDK8	FRG
CDK9	FRG
CDKAL1	FRG
CDKL1	FRG
CDKL2	FRG
CDKL3	FRG
CDKL5	FRG
CDKN1A	FRG
CDKN1B	FRG
CDKN1C	FRG
CDKN2A	FRG
CDKN2AIP	FRG
CDKN2B	FRG
CDKN2C	FRG
CDKN2D	FRG
CDKN3	FRG
CDO1	FRG
CDON	FRG
CDR1	FRG
CDR2L	FRG
CDRT1	FRG
CDS1	FRG
CDS2	FRG
CDSN	FRG
CDT1	FRG
CDV3	FRG
CDX1	FRG
CDX2	FRG
CDX4	FRG
CDY1	FRG
CDYL	FRG
CEACAM1	FRG
CEACAM21	FRG
CEACAM3	FRG
CEACAM4	FRG
CEACAM5	FRG
CEACAM6	FRG
CEACAM7	FRG
CEACAM8	FRG
CEBPA	FRG
CEBPA-AS1	FRG
CEBPB	FRG
CEBPD	FRG
CEBPE	FRG
CEBPG	FRG
CEBPZ	FRG
CECR1	FRG
CECR5	FRG
CEL	FRG
CELA2B	FRG
CELA3A	FRG
CELA3B	FRG
CELF1	FRG
CELF2	FRG
CELF3	FRG
CELP	FRG
CELSR1	FRG
CELSR2	FRG
CELSR3	FRG
CELSR3-AS1	FRG
CEMIP	FRG
CEMP1	FRG
CEND1	FRG
CENPA	FRG
CENPB	FRG
CENPBD1P1	FRG
CENPC	FRG
CENPE	FRG
CENPF	FRG
CENPI	FRG
CENPJ	FRG
CENPM	FRG
CENPN	FRG
CENPO	FRG
CENPQ	FRG
CENPT	FRG
CENPU	FRG
CEP104	FRG
CEP112	FRG
CEP131	FRG
CEP135	FRG
CEP152	FRG
CEP162	FRG
CEP164	FRG
CEP170B	FRG
CEP192	FRG
CEP250	FRG
CEP290	FRG
CEP350	FRG
CEP41	FRG
CEP55	FRG
CEP57	FRG
CEP63	FRG
CEP68	FRG
CEP70	FRG
CEP72	FRG
CEP76	FRG
CEP83	FRG
CEP85	FRG
CEP97	FRG
CEPT1	FRG
CER1	FRG
CERK	FRG
CERS2	FRG
CERS4	FRG
CERS6	FRG
CES1P1	FRG
CES2	FRG
CES3	FRG
CETN1	FRG
CETN2	FRG
CETN3	FRG
CETP	FRG
CFB	FRG
CFD	FRG
CFDP1	FRG
CFH	FRG
CFHR2	FRG
CFHR4	FRG
CFHR5	FRG
CFI	FRG
CFL1	FRG
CFLAR	FRG
CFP	FRG
CFTR	FRG
CGA	FRG
CGGBP1	FRG
CGREF1	FRG
CGRRF1	FRG
CH25H	FRG
CHAC1	FRG
CHAD	FRG
CHAF1A	FRG
CHAF1B	FRG
CHAT	FRG
CHCHD2	FRG
CHCHD3	FRG
CHCHD7	FRG
CHD1	FRG
CHD1L	FRG
CHD2	FRG
CHD3	FRG
CHD4	FRG
CHD5	FRG
CHD7	FRG
CHD8	FRG
CHD9	FRG
CHEK1	FRG
CHEK2	FRG
CHERP	FRG
CHFR	FRG
CHGA	FRG
CHGB	FRG
CHI3L1	FRG
CHI3L2	FRG
CHIA	FRG
CHIC2	FRG
CHIT1	FRG
CHKA	FRG
CHKB	FRG
CHL1	FRG
CHM	FRG
CHML	FRG
CHMP1A	FRG
CHMP1B	FRG
CHMP2A	FRG
CHMP2B	FRG
CHMP5	FRG
CHMP6	FRG
CHMP7	FRG
CHN1	FRG
CHN2	FRG
CHODL	FRG
CHORDC1	FRG
CHP1	FRG
CHP2	FRG
CHPF	FRG
CHPF2	FRG
CHPT1	FRG
CHRD	FRG
CHRDL1	FRG
CHRM2	FRG
CHRM3	FRG
CHRM4	FRG
CHRM5	FRG
CHRNA1	FRG
CHRNA10	FRG
CHRNA2	FRG
CHRNA3	FRG
CHRNA4	FRG
CHRNA5	FRG
CHRNA6	FRG
CHRNA9	FRG
CHRNB1	FRG
CHRNB2	FRG
CHRNB3	FRG
CHRNB4	FRG
CHRND	FRG
CHRNE	FRG
CHRNG	FRG
CHST1	FRG
CHST10	FRG
CHST11	FRG
CHST12	FRG
CHST15	FRG
CHST2	FRG
CHST3	FRG
CHST4	FRG
CHST5	FRG
CHST7	FRG
CHST8	FRG
CHSY1	FRG
CHTOP	FRG
CHUK	FRG
CIAO1	FRG
CIAPIN1	FRG
CIB1	FRG
CIB2	FRG
CIC	FRG
CIDEA	FRG
CIDEB	FRG
CIDEC	FRG
CIITA	FRG
CILP	FRG
CINP	FRG
CIR1	FRG
CIRBP	FRG
CISD1	FRG
CISH	FRG
CITED1	FRG
CITED2	FRG
CIZ1	FRG
CKAP2	FRG
CKAP4	FRG
CKAP5	FRG
CKB	FRG
CKLF	FRG
CKM	FRG
CKMT2	FRG
CKS1B	FRG
CKS2	FRG
CLASP1	FRG
CLASP2	FRG
CLASRP	FRG
CLC	FRG
CLCA1	FRG
CLCA2	FRG
CLCA3P	FRG
CLCA4	FRG
CLCC1	FRG
CLCF1	FRG
CLCN1	FRG
CLCN2	FRG
CLCN3	FRG
CLCN4	FRG
CLCN5	FRG
CLCN6	FRG
CLCN7	FRG
CLCNKB	FRG
CLDN1	FRG
CLDN10	FRG
CLDN11	FRG
CLDN14	FRG
CLDN15	FRG
CLDN16	FRG
CLDN17	FRG
CLDN18	FRG
CLDN3	FRG
CLDN4	FRG
CLDN5	FRG
CLDN6	FRG
CLDN7	FRG
CLDN8	FRG
CLDN9	FRG
CLDND1	FRG
CLEC10A	FRG
CLEC11A	FRG
CLEC16A	FRG
CLEC1A	FRG
CLEC1B	FRG
CLEC2B	FRG
CLEC2D	FRG
CLEC4A	FRG
CLEC4E	FRG
CLEC4M	FRG
CLEC5A	FRG
CLEC7A	FRG
CLGN	FRG
CLIC1	FRG
CLIC2	FRG
CLIC3	FRG
CLIC4	FRG
CLIC5	FRG
CLINT1	FRG
CLIP1	FRG
CLIP2	FRG
CLIP3	FRG
CLIP4	FRG
CLK1	FRG
CLK2	FRG
CLK3	FRG
CLK4	FRG
CLMN	FRG
CLN3	FRG
CLN5	FRG
CLN6	FRG
CLN8	FRG
CLNS1A	FRG
CLOCK	FRG
CLP1	FRG
CLPB	FRG
CLPP	FRG
CLPS	FRG
CLPTM1	FRG
CLPX	FRG
CLSPN	FRG
CLSTN1	FRG
CLSTN2	FRG
CLSTN3	FRG
CLTA	FRG
CLTB	FRG
CLTC	FRG
CLTC-IT1	FRG
CLTCL1	FRG
CLU	FRG
CLUAP1	FRG
CLUH	FRG
CLUHP3	FRG
CLUL1	FRG
CMA1	FRG
CMAHP	FRG
CMAS	FRG
CMC2	FRG
CMC4	FRG
CMKLR1	FRG
CMPK1	FRG
CMTM6	FRG
CMTR1	FRG
CNBP	FRG
CNDP2	FRG
CNGA1	FRG
CNGA3	FRG
CNGB1	FRG
CNGB3	FRG
CNIH1	FRG
CNIH3	FRG
CNIH4	FRG
CNKSR1	FRG
CNKSR2	FRG
CNN1	FRG
CNN2	FRG
CNN3	FRG
CNNM1	FRG
CNNM2	FRG
CNNM3	FRG
CNNM4	FRG
CNOT1	FRG
CNOT2	FRG
CNOT3	FRG
CNOT4	FRG
CNOT6	FRG
CNOT7	FRG
CNOT8	FRG
CNP	FRG
CNPPD1	FRG
CNPY2	FRG
CNPY3	FRG
CNPY4	FRG
CNR1	FRG
CNR2	FRG
CNTD2	FRG
CNTF	FRG
CNTFR	FRG
CNTLN	FRG
CNTN1	FRG
CNTN2	FRG
CNTN5	FRG
CNTN6	FRG
CNTNAP1	FRG
CNTNAP2	FRG
CNTNAP3P2	FRG
CNTRL	FRG
COA1	FRG
COA3	FRG
COA4	FRG
COA7	FRG
COASY	FRG
COBL	FRG
COBLL1	FRG
COCH	FRG
COG2	FRG
COG4	FRG
COG5	FRG
COG7	FRG
COIL	FRG
COL10A1	FRG
COL11A1	FRG
COL11A2	FRG
COL13A1	FRG
COL14A1	FRG
COL15A1	FRG
COL16A1	FRG
COL17A1	FRG
COL18A1	FRG
COL19A1	FRG
COL1A1	FRG
COL1A2	FRG
COL21A1	FRG
COL2A1	FRG
COL3A1	FRG
COL4A1	FRG
COL4A2	FRG
COL4A3	FRG
COL4A3BP	FRG
COL4A4	FRG
COL4A5	FRG
COL4A6	FRG
COL5A1	FRG
COL5A2	FRG
COL5A3	FRG
COL6A1	FRG
COL6A2	FRG
COL6A3	FRG
COL7A1	FRG
COL8A1	FRG
COL8A2	FRG
COL9A1	FRG
COL9A2	FRG
COL9A3	FRG
COLEC10	FRG
COLEC11	FRG
COLEC12	FRG
COLGALT1	FRG
COLGALT2	FRG
COLQ	FRG
COMMD10	FRG
COMMD3	FRG
COMMD4	FRG
COMMD8	FRG
COMMD9	FRG
COMP	FRG
COMT	FRG
COPA	FRG
COPB1	FRG
COPB2	FRG
COPE	FRG
COPG1	FRG
COPG2IT1	FRG
COPS2	FRG
COPS3	FRG
COPS4	FRG
COPS5	FRG
COPS6	FRG
COPS7A	FRG
COPS7B	FRG
COPS8	FRG
COPZ1	FRG
COPZ2	FRG
COQ10B	FRG
COQ2	FRG
COQ3	FRG
COQ4	FRG
COQ6	FRG
COQ7	FRG
COQ9	FRG
CORIN	FRG
CORO1A	FRG
CORO1B	FRG
CORO1C	FRG
CORO2A	FRG
CORO2B	FRG
CORO7	FRG
CORT	FRG
COTL1	FRG
COX10	FRG
COX11	FRG
COX15	FRG
COX20	FRG
COX4I1	FRG
COX5A	FRG
COX5B	FRG
COX6A1	FRG
COX6A2	FRG
COX6B1	FRG
COX6C	FRG
COX7A1	FRG
COX7A2	FRG
COX7A2L	FRG
COX7B	FRG
COX7C	FRG
COX8A	FRG
CP	FRG
CPA1	FRG
CPA2	FRG
CPA3	FRG
CPA4	FRG
CPB1	FRG
CPB2	FRG
CPD	FRG
CPE	FRG
CPEB1	FRG
CPEB3	FRG
CPED1	FRG
CPLX2	FRG
CPLX3	FRG
CPM	FRG
CPN1	FRG
CPN2	FRG
CPNE1	FRG
CPNE3	FRG
CPNE6	FRG
CPNE7	FRG
CPOX	FRG
CPPED1	FRG
CPQ	FRG
CPS1	FRG
CPS1-IT1	FRG
CPSF1	FRG
CPSF4	FRG
CPSF6	FRG
CPSF7	FRG
CPT1A	FRG
CPT2	FRG
CPTP	FRG
CPVL	FRG
CR1	FRG
CR2	FRG
CRABP1	FRG
CRABP2	FRG
CRADD	FRG
CRAT	FRG
CRB1	FRG
CRBN	FRG
CRCP	FRG
CRCT1	FRG
CREB1	FRG
CREB3	FRG
CREB3L1	FRG
CREB3L2	FRG
CREBBP	FRG
CREBL2	FRG
CREBZF	FRG
CREG1	FRG
CRELD1	FRG
CRELD2	FRG
CREM	FRG
CRH	FRG
CRHBP	FRG
CRHR1	FRG
CRHR2	FRG
CRIP1	FRG
CRIP2	FRG
CRIPT	FRG
CRISP1	FRG
CRISP2	FRG
CRISP3	FRG
CRISPLD2	FRG
CRK	FRG
CRKL	FRG
CRLF1	FRG
CRLF2	FRG
CRLF3	FRG
CRMP1	FRG
CRNKL1	FRG
CRNN	FRG
CROCC	FRG
CROCCP2	FRG
CROCCP3	FRG
CROT	FRG
CRP	FRG
CRTAC1	FRG
CRTAM	FRG
CRTAP	FRG
CRTC1	FRG
CRTC3	FRG
CRX	FRG
CRY1	FRG
CRY2	FRG
CRYAA	FRG
CRYAB	FRG
CRYBA1	FRG
CRYBA2	FRG
CRYBA4	FRG
CRYBB1	FRG
CRYBB2	FRG
CRYBB2P1	FRG
CRYBB3	FRG
CRYBG3	FRG
CRYGA	FRG
CRYGB	FRG
CRYGC	FRG
CRYGD	FRG
CRYGEP	FRG
CRYL1	FRG
CRYM	FRG
CRYZ	FRG
CRYZL1	FRG
CS	FRG
CSAD	FRG
CSDC2	FRG
CSDE1	FRG
CSE1L	FRG
CSF1	FRG
CSF1R	FRG
CSF2	FRG
CSF2RA	FRG
CSF2RB	FRG
CSF3	FRG
CSF3R	FRG
CSGALNACT1	FRG
CSGALNACT2	FRG
CSH1	FRG
CSHL1	FRG
CSK	FRG
CSN1S1	FRG
CSN2	FRG
CSN3	FRG
CSNK1A1	FRG
CSNK1D	FRG
CSNK1E	FRG
CSNK1G1	FRG
CSNK1G2	FRG
CSNK1G3	FRG
CSNK2A1	FRG
CSNK2A2	FRG
CSNK2B	FRG
CSPG4	FRG
CSPG4P1Y	FRG
CSPG5	FRG
CSPP1	FRG
CSRNP2	FRG
CSRNP3	FRG
CSRP1	FRG
CSRP2	FRG
CSRP3	FRG
CST1	FRG
CST2	FRG
CST3	FRG
CST4	FRG
CST5	FRG
CST6	FRG
CST7	FRG
CST8	FRG
CSTA	FRG
CSTB	FRG
CSTF1	FRG
CSTF2	FRG
CSTF2T	FRG
CSTF3	FRG
CT55	FRG
CT62	FRG
CTAG2	FRG
CTAGE1	FRG
CTAGE11P	FRG
CTAGE5	FRG
CTB-102L5.7	FRG
CTB-176F20.3	FRG
CTBP1	FRG
CTBP2	FRG
CTBS	FRG
CTC-338M12.4	FRG
CTC-425F1.4	FRG
CTC-428G20.3	FRG
CTC1	FRG
CTCF	FRG
CTD-2269F5.1	FRG
CTD-3126B10.1	FRG
CTDNEP1	FRG
CTDP1	FRG
CTDSP1	FRG
CTDSP2	FRG
CTDSPL	FRG
CTF1	FRG
CTGF	FRG
CTH	FRG
CTIF	FRG
CTLA4	FRG
CTNNA1	FRG
CTNNA2	FRG
CTNNA3	FRG
CTNNAL1	FRG
CTNNAP1	FRG
CTNNB1	FRG
CTNNBIP1	FRG
CTNNBL1	FRG
CTNND2	FRG
CTNS	FRG
CTPS1	FRG
CTPS2	FRG
CTR9	FRG
CTRB2	FRG
CTRC	FRG
CTRL	FRG
CTSA	FRG
CTSB	FRG
CTSC	FRG
CTSD	FRG
CTSE	FRG
CTSF	FRG
CTSG	FRG
CTSH	FRG
CTSK	FRG
CTSL	FRG
CTSO	FRG
CTSS	FRG
CTSV	FRG
CTSW	FRG
CTSZ	FRG
CTTN	FRG
CUBN	FRG
CUEDC1	FRG
CUEDC2	FRG
CUL1	FRG
CUL2	FRG
CUL3	FRG
CUL4A	FRG
CUL4B	FRG
CUL5	FRG
CUL7	FRG
CUL9	FRG
CUTA	FRG
CUTC	FRG
CUX1	FRG
CUX2	FRG
CUZD1	FRG
CWC25	FRG
CWF19L1	FRG
CWH43	FRG
CX3CL1	FRG
CX3CR1	FRG
CXADR	FRG
CXCL1	FRG
CXCL10	FRG
CXCL11	FRG
CXCL12	FRG
CXCL13	FRG
CXCL14	FRG
CXCL2	FRG
CXCL3	FRG
CXCL5	FRG
CXCL6	FRG
CXCL8	FRG
CXCL9	FRG
CXCR1	FRG
CXCR2	FRG
CXCR3	FRG
CXCR4	FRG
CXCR5	FRG
CXCR6	FRG
CXXC1	FRG
CXXC4	FRG
CXorf21	FRG
CXorf36	FRG
CXorf40A	FRG
CXorf40B	FRG
CXorf56	FRG
CXorf57	FRG
CYAT1	FRG
CYB561	FRG
CYB561D2	FRG
CYB5A	FRG
CYB5B	FRG
CYB5R1	FRG
CYB5R2	FRG
CYB5R3	FRG
CYB5R4	FRG
CYBA	FRG
CYBB	FRG
CYBRD1	FRG
CYC1	FRG
CYCS	FRG
CYFIP1	FRG
CYFIP2	FRG
CYHR1	FRG
CYLC1	FRG
CYLC2	FRG
CYLD	FRG
CYP11A1	FRG
CYP11B1	FRG
CYP11B2	FRG
CYP17A1	FRG
CYP19A1	FRG
CYP1A1	FRG
CYP1A2	FRG
CYP1B1	FRG
CYP20A1	FRG
CYP24A1	FRG
CYP26A1	FRG
CYP26B1	FRG
CYP27A1	FRG
CYP27B1	FRG
CYP2A13	FRG
CYP2A6	FRG
CYP2A7	FRG
CYP2A7P1	FRG
CYP2B6	FRG
CYP2B7P	FRG
CYP2C18	FRG
CYP2C19	FRG
CYP2C8	FRG
CYP2C9	FRG
CYP2D6	FRG
CYP2E1	FRG
CYP2F1	FRG
CYP2J2	FRG
CYP2R1	FRG
CYP2U1	FRG
CYP2W1	FRG
CYP39A1	FRG
CYP3A4	FRG
CYP3A43	FRG
CYP3A5	FRG
CYP3A7-CYP3AP1	FRG
CYP46A1	FRG
CYP4A11	FRG
CYP4B1	FRG
CYP4F11	FRG
CYP4F12	FRG
CYP4F2	FRG
CYP4F3	FRG
CYP4F8	FRG
CYP7A1	FRG
CYP7B1	FRG
CYR61	FRG
CYSLTR1	FRG
CYSLTR2	FRG
CYTH1	FRG
CYTH2	FRG
CYTH3	FRG
CYTH4	FRG
CYTIP	FRG
CYTL1	FRG
DAAM1	FRG
DAAM2	FRG
DAB1	FRG
DACH1	FRG
DACT1	FRG
DAD1	FRG
DAG1	FRG
DAGLA	FRG
DAK	FRG
DALRD3	FRG
DAO	FRG
DAP	FRG
DAP3	FRG
DAPK1	FRG
DAPK2	FRG
DAPP1	FRG
DARS	FRG
DARS2	FRG
DAXX	FRG
DAZAP1	FRG
DAZAP2	FRG
DAZL	FRG
DBF4	FRG
DBF4B	FRG
DBH	FRG
DBI	FRG
DBN1	FRG
DBNDD1	FRG
DBP	FRG
DBR1	FRG
DBT	FRG
DCAF10	FRG
DCAF11	FRG
DCAF13	FRG
DCAF15	FRG
DCAF16	FRG
DCAF17	FRG
DCAF4	FRG
DCAF6	FRG
DCAF7	FRG
DCAF8	FRG
DCAKD	FRG
DCBLD2	FRG
DCC	FRG
DCHS1	FRG
DCHS2	FRG
DCK	FRG
DCLK1	FRG
DCLK2	FRG
DCLRE1A	FRG
DCLRE1B	FRG
DCLRE1C	FRG
DCN	FRG
DCP1A	FRG
DCP2	FRG
DCPS	FRG
DCSTAMP	FRG
DCT	FRG
DCTD	FRG
DCTN1	FRG
DCTN2	FRG
DCTN3	FRG
DCTN4	FRG
DCTN5	FRG
DCTN6	FRG
DCTPP1	FRG
DCUN1D1	FRG
DCUN1D2	FRG
DCUN1D4	FRG
DCX	FRG
DCXR	FRG
DDA1	FRG
DDAH1	FRG
DDAH2	FRG
DDB1	FRG
DDB2	FRG
DDC	FRG
DDHD2	FRG
DDIT3	FRG
DDIT4	FRG
DDN	FRG
DDO	FRG
DDOST	FRG
DDR1-AS1	FRG
DDR2	FRG
DDRGK1	FRG
DDX1	FRG
DDX10	FRG
DDX11	FRG
DDX17	FRG
DDX18	FRG
DDX19A	FRG
DDX21	FRG
DDX23	FRG
DDX24	FRG
DDX25	FRG
DDX27	FRG
DDX28	FRG
DDX31	FRG
DDX39A	FRG
DDX3X	FRG
DDX3Y	FRG
DDX4	FRG
DDX41	FRG
DDX42	FRG
DDX43	FRG
DDX46	FRG
DDX49	FRG
DDX50	FRG
DDX51	FRG
DDX52	FRG
DDX54	FRG
DDX56	FRG
DDX58	FRG
DDX6	FRG
DDX60	FRG
DEAF1	FRG
DEC1	FRG
DECR1	FRG
DECR2	FRG
DEDD	FRG
DEF6	FRG
DEF8	FRG
DEFA4	FRG
DEFA5	FRG
DEFA6	FRG
DEFB1	FRG
DEFB126	FRG
DEGS1	FRG
DEK	FRG
DENND1A	FRG
DENND1B	FRG
DENND1C	FRG
DENND2A	FRG
DENND2D	FRG
DENND3	FRG
DENND4A	FRG
DENND4B	FRG
DENND4C	FRG
DENND5A	FRG
DENND5B	FRG
DENND6B	FRG
DENR	FRG
DEPDC1	FRG
DEPDC5	FRG
DEPTOR	FRG
DERA	FRG
DERL1	FRG
DERL2	FRG
DES	FRG
DESI1	FRG
DESI2	FRG
DET1	FRG
DEXI	FRG
DFFA	FRG
DFFB	FRG
DFNA5	FRG
DFNB31	FRG
DGAT1	FRG
DGCR11	FRG
DGCR2	FRG
DGCR5	FRG
DGCR6L	FRG
DGCR9	FRG
