geneNames	GSM1339618	GSM1339619	GSM1339620	GSM1339621	GSM1339622	GSM1339623	GSM1339624	GSM1339625	GSM1339626	GSM1339627	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
BRF1	55.0333333333333	17.5	68.1	69.3666666666667	57.6666666666667	53.7333333333333	36.7333333333333	44.2666666666667	57.2666666666667	53.4	37.1333333333333	39.6333333333333	32.1333333333333	77.6	39.4333333333333	37.3333333333333
BRF2	467.75	485.4	580.65	440.55	430.75	454.8	554.25	317.75	412.2	497.35	444.1	631.45	561.45	689.9	598.05	557.75
BRINP1	136.5	123.5	99.6	79.6	62.4	64.1	92.2	143.4	36.6	48.6	512.7	160.9	115.3	93.7	73.8	166.2
BRINP2	18.4	20.5	14.2	11.8	21.6	17.5	21.1	26.7	17.1	16.9	11.7	19	16.5	15.5	21.5	14.8
BRINP3	3.5	2.7	2.6	10.9	7.8	1.4	3.4	11.2	4.6	1.6	4.2	24.7	3.7	14.3	3.6	5.9
BRIP1	19.5	18	25.5	39.5	26.7	43.2	51.8	19.2	41.3	41.6	24.1	37.3	24.9	4.2	46.7	46.4
BRIX1	140.7	120.6	104.1	118.7	73.9	95.5	119.4	35	121	123.7	57.1	73.5	85	69.8	116.9	113.6
BRMS1	676	632.4	668	683.8	513.7	554.9	792.6	643.8	751.4	656.5	523.2	515.9	531.7	545.9	447.9	616.1
BRPF1	219.2	223.7	227.9	203.2	149.2	188.6	239	179.2	181.2	164.4	159	151.7	180.1	133.3	185.1	168
BRS3	30.1	75.8	89.7	75	93	80.4	73.7	109.3	44.3	72.1	51.4	65.2	78.9	36.1	87.7	97.2
BRSK2	4	5.2	4.5	11.2	7.1	4.1	7	14.7	5.5	4.2	6	10.7	5.6	6.5	7.6	3.9
BRWD1	125.2	123.65	43.2	48.7	57	49.3	51.05	51.65	69.9	86.85	103.1	59.05	57	89.1	85.1	70.85
BSDC1	468.85	486.3	557.8	652.25	587.75	301.7	401.1	412.5	438.8	607.8	396.25	478.35	503.15	381.35	511.4	442.5
BSG	1075.2	1397.8	1492.5	1253.6	1181.4	1638	962.6	1005.8	1349.9	1242.5	1652.5	1003.8	1321.9	1158.8	1468.4	908
BSN	26.6	25.3	27.7	22	26.1	14.8	24.4	39.5	24.7	30.1	35.5	23.8	26.1	17.6	24.8	25.7
BSPRY	59.3	18.1	166.7	52.8	25.1	40.4	52.5	53.3	74.6	25.5	45.2	42.2	38.3	24.5	107.3	26
BST1	124.5	237.2	312.8	157.7	235.3	228.9	304.8	219.8	286.8	264	230.2	170.3	180.6	235.7	224	253.4
BST2	1193.7	801.6	1067.6	1348.8	805.8	937.8	616.3	1143.5	1564.2	765.1	1728.3	569.5	864.7	884.5	558.8	877.8
BTAF1	534.9	486.9	414.7	294.7	377	276.4	352.8	541.8	305.1	286.7	309.2	270.9	325.5	354.3	301	292.1
BTBD1	1228.8	990	1034.1	1059.3	1074.7	1044.9	1341.2	1385.7	896.2	1310.4	860.4	1059.8	1012.8	1154.2	1233.9	1797.4
BTBD18	12.4	57.6	28.1	49.7	96.4	10.1	9.7	24.4	7	63.6	20.6	146.4	69.8	61.1	11.4	42.3
BTBD2	420.7	603.2	527.1	368.6	406.4	421.5	527.9	296.3	159	345.8	416.7	564.5	551.1	594.1	494.6	367.3
BTBD3	486.1	314.6	417.7	260.7	323.7	400	333.1	206.4	240.6	531.9	260.1	284.9	301	332.6	341.3	300.5
BTBD7	35.8	49.7	54.75	30.5	20.7	45.8	40.35	75.05	52.35	41.1	29.6	37.8	24.1	30.4	25.4	31.65
BTC	39.6	139.3	52.3	30.9	28.4	69.3	19.6	62.5	25.3	3	230.2	200.4	239.2	84.7	58.2	195.2
BTD	216.033333333333	289.1	231.266666666667	296.366666666667	210.366666666667	222.8	215.366666666667	152.266666666667	184.166666666667	214.8	243.7	247.4	226.5	169.9	216.766666666667	157.5
BTF3	3713.13333333333	4123.26666666667	3592.76666666667	4925.23333333333	4331.86666666667	4706.93333333333	4181.4	4105	3963.63333333333	4085.16666666667	4060.83333333333	4494.93333333333	4705.36666666667	4239.76666666667	4272.9	4472.46666666667
BTF3P11	2.9	1.7	2	21.4	12.5	26.9	18.3	35.9	28.5	1.4	3.7	7.9	19.4	17.3	28.1	10.1
BTG1	3169.25	3259.85	2738.45	3530.35	2955.55	3056.35	3171.2	3288.9	3043.65	2431.6	3290.2	2932.05	2884.4	2182.15	2747.25	3054.25
BTG2	1061.95	1330.65	670.45	895.45	1046.3	1037.6	601.55	1357.35	1088.6	604.3	1155.8	681.2	624.95	649.55	2197.35	714.3
BTG3	572.1	617.5	717.033333333333	524.3	719.366666666667	686.633333333333	683	809.2	897.366666666667	631.466666666667	640.5	554.266666666667	662.866666666667	570.966666666667	754.866666666667	607.4
BTG4	14.6	9.6	23.3	21.7	12.6	21.5	11.3	24	23.9	4.6	10.2	14.7	11.3	5.3	7.6	17
BTK	299.5	269.1	358.6	369.4	367	315.3	542.9	396.1	515.8	264.7	456	202.5	255.1	195.9	238.1	429.8
BTN1A1	64.9	92.5	92.4	89.3	125	114.9	116.6	69.4	104.1	89.4	102.7	94.3	93.9	72.6	110.4	98.4
BTN2A1	655	556.633333333333	619.233333333333	562.166666666667	565.6	538.9	636.633333333333	592.966666666667	565.566666666667	523.5	505.966666666667	469.933333333333	561.4	500.433333333333	599	531.366666666667
BTN2A2	357.45	316.65	423	381.15	477.05	274.25	386.05	346.65	561.8	355	286.1	208.35	196.85	265.2	280.65	223.2
BTN2A3P	82.9	145.6	118.1	125.2	170	108	226.3	167.3	49.6	78.3	69.5	116.9	164.3	77.4	125.9	120.2
BTN3A1	601.7	548.4	643.4	488	835.85	497.75	484	533.25	795.75	596.95	673.65	690.1	569.45	536.75	717.55	335
BTN3A2	644.9	691.75	961.35	785.45	970.6	687	465.15	430	129.95	731.3	669.8	350.3	498.25	567.55	565.7	449.6
BTN3A3	402.7	457.4	677.5	535.65	490	398.15	364.2	381.75	606.1	358.85	497.9	282.65	296.25	299.35	355.35	216.85
BTNL2	20.8	13.5	18.7	19.5	24.5	18.9	21.2	15.3	25.1	14.9	12.5	22.3	21.9	6.9	21.4	18.2
BTNL3	225.6	249.2	285.1	370.2	307.2	327	343.6	573.3	331.1	184.4	243.6	283.7	215.5	101.8	246.3	268.8
BTNL8	22.4	12.6	41.1	13.2	11.4	29.9	15.1	69.1	23.1	16.3	22.9	47.5	11.1	11.5	13.6	13.6
BTRC	121.766666666667	132.933333333333	106	109.966666666667	105.033333333333	102.666666666667	151.233333333333	70.4333333333333	99.7666666666667	100.2	129.133333333333	128.466666666667	98.1	117.3	165.033333333333	113.5
BUB1	33.96	28.34	37.92	35.28	57.96	44.9	54.68	50	54.48	63.66	27.7	27.02	16.66	26.54	36.44	24.38
BUB1B	216.5	115	131.1	143.7	216.2	190.7	165.9	140.6	333.6	267	98.3	20.2	134.2	117.5	21.6	186.5
BUB3	1364.6	1180.225	1095.775	1084.95	1173.675	1067.1	1030.5	1002.925	1225.925	1353.05	1061.325	1084.225	1061	1140	935.6	977.2
BUD31	468.7	407	434.4	465.35	446.45	463.25	456.95	487.25	539.9	565.3	504.15	468	460.25	442.15	462.45	657.2
BYSL	251	225.2	193.2	276.7	291	259.6	269	420.3	262.6	202.1	183.5	315.3	245.9	142.3	294.7	254.3
BZRAP1	146	188.1	132.7	116.9	184.8	142.1	150	219.5	107.8	113	94.3	183.1	177	186.5	193.1	130
BZW1	2260.3	2303.8	2413.15	2677.4	2479.9	2012.75	2300.55	2253.3	2407.95	2373.2	2308.05	1918.2	2044.8	1903.2	1920.15	2861.9
BZW2	1974	1192.1	1019.8	1059.1	1212.2	1662	958.4	1509.9	1357.4	1760	1140	976.2	1104	1394.2	1429.8	1696.8
C10orf10	1468.1	1421.35	1286.05	926.55	900.7	1778.3	981.75	1175.5	937.65	605.35	923.55	1680.25	1163.35	1707.9	921.4	1148.8
C10orf12	9.6	9.6	12.95	8.2	24.65	11.5	26.2	14.8	11.85	12.85	9.2	17.8	25.7	8.1	10.1	18.1
C10orf2	187.5	119.2	89.8	125.4	130.1	61.6	98.7	202.3	116.2	102	100.1	92.2	122.2	101.9	110.4	161.6
C10orf76	381.5	450.8	368.55	260.4	334.9	143.9	273.4	150.95	273.8	174.35	255.95	298.9	257.05	174.05	278.1	296.25
C10orf88	285.8	205.1	198.1	185.5	160.2	184.2	236	211.4	117.9	208.8	125.4	147.4	139.2	182.4	229.2	209.6
C10orf95	44	34	41.6	42.7	47.6	55.6	23.2	126.7	49	37.4	43.2	44.1	42	46.3	28	30.8
C11orf1	4.5	3.1	27.7	3.2	5.1	14.5	11.5	42.8	26.9	17	26.3	18.5	22	16.1	5.4	41.8
C11orf16	28.6	26.3	30.3	27.6	31.5	27.1	23.8	68.4	42.7	25.4	28.2	50.5	32.8	26.8	38.6	58.2
C11orf21	199.3	165.9	230.5	174.6	194.7	212	241.1	158.6	167.9	140.5	154.5	97.6	154.4	107.9	81.9	134.2
C11orf24	798.2	445.1	574.05	546.25	771.15	546.6	700.25	560.05	706.05	658.85	820	570.55	575.1	767.4	616.65	534.4
C11orf30	77.8	64.3	70.9	56.1	75.1	83.9	36.8	119.7	115.3	80.9	80.4	117.9	70.1	101.1	93.2	57.1
C11orf49	305.1	321.4	324.4	302.5	401.8	280.6	355.8	397.6	385.3	344.1	357.5	346.7	444.8	307.4	407.1	257.7
C11orf57	425.4	430.6	483.7	410.3	390.7	410.1	561.7	335	377.4	413.2	397.6	393.4	342	325	377.5	515.4
C11orf58	2620.9	2928.45	2874.55	2398.3	2477.2	2700.5	2741.8	2199.25	2689.25	2732.75	2441.2	2312.7	2519.85	2985.75	2821.45	3103.85
C11orf63	194.7	223.6	234.1	153.5	116.1	152	216.5	176.3	193.2	190.2	147.4	179.8	205.3	229.5	232.1	260
C11orf68	973.5	822	854.9	757.9	874.5	748.5	937.6	423.5	514.8	615.1	753.5	893.9	852.4	948.3	726.6	583.3
C11orf71	264.4	434.4	298.8	328.6	249.9	251.8	315	288.7	266	181	266.5	277	321.8	243.7	312.6	320.6
C11orf73	187.1	266.5	220.9	230.3	159.7	165.3	190.5	116.3	226.4	218.5	200.4	167.1	106.5	198.3	155.7	226.7
C11orf80	101.7	22.9	12.7	79.2	76.6	75.2	20.3	33.2	153.5	25.1	83.9	29.5	36	15.2	14.8	17.4
C11orf95	645.3	860	847.9	479.3	701.1	705.6	551	503.3	470.2	507.6	674.5	633.2	650.9	863.3	749.8	456.5
C12orf10	637.9	726	676	765.1	763.7	601.2	684.2	487.1	607	609.5	664.7	822.8	724.7	680.6	656.8	709.2
C12orf29	232.7	301.2	187.9	173.8	162.3	226.7	185	219.1	199.2	268.6	242.5	279.4	307.5	318.9	352.6	519.3
C12orf4	405	390.5	367.4	369.9	472.4	490.8	492.7	528.6	572.5	478.9	398.1	370.1	385.3	315.1	407.3	576.3
C12orf43	286.7	310.7	321.7	321.5	348.1	288.6	336.8	180.9	245.2	274.8	247.6	336.3	305.3	333.7	289.9	356
C12orf49	276.2	367.8	418.1	362.8	490.4	416.3	455.4	449.8	541.5	478.9	323.9	412.9	459.1	307.4	460.5	461.1
C12orf5	251.5	319.8	498.2	414.6	496.9	435.8	524.1	673.2	660	516.7	478.8	341.4	307.1	236.3	310.8	581.4
C14orf1	276.166666666667	280.033333333333	271.766666666667	256.233333333333	292.533333333333	261.566666666667	221.833333333333	149.066666666667	315.366666666667	226.433333333333	293.166666666667	276.2	288.2	272.9	290.333333333333	262.533333333333
C14orf105	0.7	14.1	11.7	0.6	13.8	15.9	3.9	5.8	11.1	10.6	8.7	1	2.7	2.1	3.5	1.3
C14orf132	1249.5	1332.9	1620.7	1009.9	1210.3	754	1096.6	655.1	663.5	1671.9	965.7	1971.9	1936.4	1795.7	1911.3	1558.7
C14orf159	384.3	367.1	459.2	406	223.9	249.2	419.6	241.7	367	388.6	314.2	329.8	355.5	263.6	348.2	417
C14orf166	3541.8	3505.1	3732.8	3185.3	3753.1	3661.2	3754.8	2926.9	3429.5	3725.4	3223.5	3315.4	3390.5	3771.3	3189.3	3749.6
C14orf169	636.1	592.1	676.3	635.8	675.8	521.4	685.3	580.8	636.5	640.2	556.6	474.5	560.7	487.7	657	435.2
C14orf2	2817.15	2416.25	2392.15	2951.55	2808.9	2658.3	1822.05	2281.7	2810.95	2661.85	2367.95	2637.2	2532.2	2040.75	2326.65	2840.75
C14orf79	106.5	27.1	28.9	20.6	57.5	43	31	23.5	18.2	27.3	25.8	28	33.9	60.6	34	30.9
C14orf93	169.1	152.3	148.9	121.5	160.7	60.9	162.4	169.8	121.9	103.8	137.1	147.5	154.1	120.6	163.4	134.8
C15orf39	294.866666666667	234.066666666667	266.9	310.9	318.266666666667	268.033333333333	294.866666666667	315.2	318.533333333333	247.933333333333	263.666666666667	235.633333333333	260.266666666667	212.066666666667	227.133333333333	214.533333333333
C15orf49	23.4	32.2	34.1	171	225.7	168.5	171.9	45.1	27.2	18.1	21.7	107.3	52.7	44.2	23.8	97.5
C16orf3	66.4	73.1	100	34.2	140.1	161.1	24.1	48.3	121.4	16.8	80.3	159.5	121.4	67.8	20.9	68.3
C16orf45	623.3	814.3	617	690.4	496	582.4	438.4	503.3	484.1	388.7	686.6	935.8	1250.8	712.5	731.2	912.5
C16orf58	494.75	434.8	385.9	370.5	495.35	424.1	373.4	458.4	333.05	390.45	563	600.15	540.7	619.8	575.45	299.1
C16orf59	36.2	11.9	33.1	33.6	37.7	27.5	56.8	41.2	10.8	29	10.4	43.2	28.2	28.2	25.4	9.9
C16orf62	608.9	508	637.7	744.8	827.1	557.7	694.3	686.7	723.7	705.8	717.5	438.1	735.8	426.4	748.1	607.8
C16orf70	7.9	9.5	11.3	10.9	9.3	7.1	11.3	28.4	5.5	3.9	8.9	12.4	9.8	8.7	4.2	8.2
C16orf71	15.8	39.5	29.6	33.5	9.5	12.5	20.1	8.9	24	13.4	42.3	29.4	19.7	45.6	26.8	20.6
C16orf80	881.8	1027.1	773.9	763.6	802.3	802.4	1062.4	759.2	914.2	1116.3	1053.6	1049.7	1108.8	781	1420.3	983.2
C16orf95	125.2	43.8	64.1	58.35	47.2	53.2	64.55	17.45	35.15	52.2	67.55	65.95	43.1	65.6	66.7	62.1
C17orf53	45.9	19.5	26.9	58.7	32.8	46.5	52.4	45.6	25.9	40.6	35.2	40.6	32.4	83	31.2	31.9
C17orf59	183	86.8	151.8	115.5	135.2	114.7	142.6	143.6	148.9	169.1	96.9	123.5	160.6	114.3	141.4	122.6
C17orf62	537.9	376.9	426.6	516.5	326.7	514.2	335.7	263.7	588.7	599.5	332.9	302.1	308.7	271.7	284.6	410.7
C17orf70	363.3	236.8	263.6	295.5	268.3	255.8	277.4	263.9	231.7	191.8	276.1	162.1	217.1	242.9	252	228
C17orf75	29.1	20.2	20.3	15.6	2.8	3.4	26.7	4.8	13	17.3	14.2	12.3	8.9	20.6	21.7	32.6
C17orf80	87.3	91.9	99.5	84.2	91.6	70.2	134	63.9	94	96.7	80.8	83.2	74.6	31	91.8	127.1
C17orf85	582.2	509.2	440.5	405.3	357.3	331.8	339.6	445.5	448.5	337.6	418.8	326.9	400.9	321.2	437	402.6
C18orf25	76.15	92.45	102.55	75.75	98.85	88.2	123.6	97.85	99.6	85.8	72.65	48.35	82.05	71.4	74.7	102.7
C18orf8	487.8	377.4	370.8	357.5	482.9	401	444.7	358.2	457.2	421.4	296.5	297	402.8	228	411.9	378.7
C19orf10	1879.45	1133.15	1208.6	1479.2	2164.4	1544.4	1603.45	1384.3	1918.7	2257.85	2298.5	1293.05	1339.75	1531.35	1340.6	1294.95
C19orf24	232.7	290.6	315.5	403.6	320.4	298.5	377.5	355.5	319.7	315	287.3	273.5	329.1	250.1	228.4	256.1
C19orf26	12.5	4.5	6.6	6	8.1	11	4.9	12.7	12.4	5.2	35.5	28.4	59.1	11.3	6.7	7.2
C19orf40	94.6	70.5	75.5	78.8	119.3	134.2	96	131.2	27.5	93	53.6	60.9	82.7	67.4	69.9	93.8
C19orf53	1416.9	1916.8	1625.2	2379.4	2162.6	1537.9	1447.3	1675.7	1827.5	1722	1988	1663	1740.2	1596.9	1492.8	1695.6
C19orf54	390.6	307.7	393.4	359.4	328.4	332.9	390.4	348.1	372.4	282.2	372.6	251.4	250.1	248.2	347.6	274.3
C19orf57	37.5	35.5	36.5	76.4	97	132.5	33.3	37.8	27.5	41.8	39	117.4	73.7	38.7	71	52.8
C19orf60	797.9	631.5	654.2	703.85	779.15	465.9	671.75	509.4	547.4	562.05	708.6	663.6	684.05	688.7	608.4	704.65
C19orf66	707.9	845.25	821.85	1065.25	833.95	879.85	684.35	701.85	975.5	549.95	904.7	665.35	759.5	521.75	801.1	713.95
C19orf73	88	27.1	29.2	52	14.3	18.5	28	18.9	61.2	55.7	76.2	20.6	38	28	24.5	22.9
C19orf80	9	9.9	9.5	13.4	11.6	47	10.2	33.7	10.7	8.7	8.4	78.5	68.3	45.8	5.9	62
C1D	458.4	563.1	453.4	389.6	359.6	367.8	531.8	340.2	448.6	495.4	437.4	410.8	429.7	378	441.7	635.7
C1GALT1	848.6	659.2	246.4	500.5	239.8	358.7	223.5	459.6	768.4	285.7	721.3	562.9	516.7	342	252.4	487.5
C1GALT1C1	1254.5	1018.9	871.9	1240	1137.7	875.3	652.2	958	1251.7	1078.3	1726.2	1269.9	1332.1	833.7	1465	1130.3
C1QA	3132.1	3623.5	4918.9	5938.7	5383.6	4458.5	6090.2	6606.1	6714.7	5235.9	6489.8	4186.4	6214.4	4100.6	4654.6	6053.4
C1QB	1850.3	3193.2	5575	5467.9	5234.6	3615.7	6028.8	5726.3	5509.1	4780.7	6091.9	3705.5	5040	2295.1	4504.6	6676.3
C1QBP	797.1	760.25	747.15	709.95	716.85	808.65	748.05	628.5	844.6	835.8	725.8	604.55	609.4	545.1	768	825.25
C1QL1	122.65	126.35	124.9	114.45	178.15	161.4	112.05	183.75	159.55	108.9	133.2	137.15	144.9	112.45	106.85	77.2
C1QTNF1	1615.7	1158.6	1010.7	1636.7	1224.1	1235.7	830.3	884	668.2	986.8	991.3	1235.3	1673.1	1199	1190.8	798.4
C1QTNF3	383.4	502	985.9	573.9	891.8	728.2	1567.5	519	433.7	881.6	571.3	1424.6	868.3	1809.6	1171.9	598.9
C1QTNF9B-AS1	181.6	199.7	85.2	178.2	48.8	81	46.3	55.8	192	123.2	153.3	46.1	125.7	136.3	53	176.7
C1R	6437.3	5065.4	6055.8	6295.5	5851.5	5600	5406.2	5719.3	6403.9	5449.6	6427.4	6016.6	5830	5004.8	7270.7	4580.3
C1RL	1042	1156.5	1124.9	711.5	459	727.8	878.1	568.7	538.9	718	815.9	901.5	806.2	725.9	989.5	1028.6
C1S	9244	7180.3	8664.7	8884	10149	9786.3	7791.5	8668	9383	6915.1	9249.3	8650.5	9034.4	8403.6	9619	6901.6
C1orf105	211.2	187	172.5	151.3	227.2	196.9	197.6	250.9	141.6	119.1	124.9	268.8	217.6	144.2	162.1	183.3
C1orf106	110.6	125.9	143.4	78	138.8	94.6	175.7	89	113.4	102.6	78.3	121.9	109.1	84.4	107.1	101.1
C1orf109	84.1	104.2	149.7	119.5	84.7	145	147.9	113.8	117.9	84.8	143.9	106.4	134.5	99.2	156.2	199
C1orf112	85.5	52.3	93.4	90.4	77.4	53	81.4	86.7	104.3	94.6	77.2	63.6	78.5	51.8	102.5	106.4
C1orf115	881.1	1247.7	970.2	969.2	625.4	1006.5	563.6	490.8	440.5	527.5	554.8	1244.3	649.3	1030.8	724.6	562.6
C1orf116	9.25	8.55	9.45	7.5	11.6	12.8	8.3	14	9	7	10.2	13.25	14.75	9.2	9.4	9.6
C1orf123	1013.9	1312	1367.2	1215.5	1472.9	1282	1275.4	971.7	1132.4	1384.3	1320.4	1424.3	1400.9	1654.2	1750.6	1502.4
C1orf159	134.3	43.2	87.1	110.4	192.6	169.8	117	49.2	59.9	105.2	101.3	70.9	85.5	77.1	61	81.7
C1orf174	635.1	607.5	529.6	451.3	578.5	612.4	552.1	502	607.1	546	562.6	424.5	511.8	501.5	514.6	639.5
C1orf21	51.8	152.9	107.7	99.2	84.4	95.1	99.8	17.6	34.7	93.7	18.2	151.3	68.2	159.6	167.2	119
C1orf216	843.8	768.9	717.5	680.1	615.4	509.1	826.5	518.4	679	767.1	644.5	758.6	612.3	732.1	685.7	657.3
C1orf27	243.7	209.3	213.6	307.2	298.2	271.9	223.2	149.9	479.7	195.8	283.3	328.2	240.2	282	314	321
C1orf35	209.4	354	191.5	273.4	198.7	190.4	200.9	243.9	228.5	190.7	100.5	211.9	225.1	164.5	224.3	226.2
C1orf50	190.4	228.7	155.1	241.4	230.6	182.8	127.2	157	205.8	231.2	289.9	303.4	306	226.9	264.9	312.4
C1orf54	2197.5	1989.2	1951.9	1789.1	1942.1	1424.3	2487.6	1753	1661.3	2522.3	2051.5	1557.3	1498.9	1725	2161.8	2698
C1orf56	60.9	66.2	138.8	68.2	71.6	73.8	52.9	62.5	65.4	91.5	61.1	79	81.9	53.9	15.5	48.1
C1orf61	122.15	116.35	139.35	122.6	187.05	161.35	189.25	186.25	90.3	133.85	105.6	198.45	177	130.75	123.4	146
C1orf68	34	26.6	32.95	58.7	22.4	32.15	35.65	53.3	30.9	20.9	65.35	25.45	52.7	16.25	23.3	23.1
C1orf95	294.9	463	423.7	422.2	283.8	478.1	378.8	236.4	353.8	189.4	462.6	736.8	517.4	465.2	571.9	274.9
C2	1486.5	1610.1	3291.7	1837.6	2137.7	1805.4	2287.6	2598	2237.1	1942.7	2482.4	1535.5	2125.5	1817	2071	1527.4
C20orf195	17.3	29.4	28.6	43	6.1	5.4	7.9	6.9	8.8	57.4	34.1	11.8	7.6	5.4	15.7	36.5
C20orf27	236.05	206.6	271.8	304.9	249.4	306.9	457.25	244.8	168.15	211.55	157.25	301.25	206	248.75	117.75	215.55
C21orf2	111.466666666667	59.8333333333333	66.7333333333333	82.2666666666667	63.2333333333333	88.2	72.7	36.7	76.5	69.2333333333333	93.9666666666667	111.966666666667	111.666666666667	137.566666666667	65.5666666666667	79.3
C21orf33	983.2	895.9	802.7	705.35	763.55	757.1	789.6	607.6	818.75	910.7	662.6	819.15	904.45	961.05	943.35	898.5
C21orf59	401.7	403.6	371.8	464.9	389.8	480.4	284.8	399.5	531.6	537.5	509.4	336.1	467.2	478	535.1	530.7
C21orf62	68.1	49.9	55	39.8	104.5	73.2	80.2	163.5	53.9	50.6	44.8	95.5	75.5	71.3	83.3	52.5
C21orf91	216.7	236.3	198.5	161.6	228	242.3	178.6	289.8	300.2	236.2	214.6	139.2	160.7	127.7	252.9	221.3
C22orf24	272.1	187.9	221.7	210.6	192.3	158.3	178.5	157	92.7	162.3	118.9	154.8	213.2	191.6	147.4	148.8
C22orf31	98.6	91	87	128.9	80.5	142.2	71.5	129.7	114.7	99.1	202.5	67	87.2	89.9	82.3	90
C22orf46	44.3	48.6	64.8	34	30.4	33.1	46.8	36.5	17.3	34.9	29.1	51.3	33.2	42.8	25.3	28.8
C2CD2	942	1151.5	772.6	736.6	637.3	708.9	591.2	631.1	633.5	949.7	590.2	1120.8	587.4	1475.8	851.6	904
C2CD2L	119.85	143.4	205.15	90.8	43.8	77.05	191.85	43.55	40.8	182.6	39.1	124.65	149.25	92.15	181.1	143.55
C2CD3	297.4	302.85	293.05	277.8	261.25	209.75	188.7	289.2	237.35	240.4	239	235.65	282.2	219.55	268.05	229.45
C2CD5	523.8	519.2	583.2	627.2	310.1	272.4	393.2	457.8	374.9	397.9	417.5	473.2	459.3	605	685.3	494.9
C2orf27A	233.9	156.8	152.1	197.8	208.2	204.7	170.5	210.3	183.8	171.7	92	148.9	211.2	207.4	121.3	246.8
C2orf42	516.6	444	358.1	334.7	463.1	389.7	237.1	357.9	462	321	503.9	390	454.6	360.2	427.4	418.7
C2orf43	262.933333333333	215.333333333333	241.933333333333	278.366666666667	264.533333333333	202.2	216.8	210.533333333333	286.166666666667	205.8	182.033333333333	244.033333333333	228.766666666667	216.233333333333	219.666666666667	237.033333333333
C2orf44	168.5	156.5	172.2	140.8	265.7	251.3	203.9	239.6	188.4	131.1	204.2	229.3	190.9	219.8	162.3	150.8
C2orf47	399.8	363	396.5	290.5	379.9	363.8	399	473.8	412.2	483.7	348.6	431.6	398	393	550.3	430.4
C2orf49	185.1	187.5	159.6	197.1	229.8	299	223.5	228.7	220.7	163.8	261.6	224	220.6	199.3	223.3	207.3
C2orf54	84.2	65.4	102.4	27.2	97.5	110.5	88.4	124.5	52.3	69	66.5	36.4	47.2	74.1	97.1	98.3
C2orf68	248.15	187.6	220.75	196.95	243.95	209.25	150.6	128.25	112.4	151.25	161.85	213	273.7	249.05	234.4	202.35
C2orf72	51.8	41.7	40.1	39.8	35.7	36.5	26.9	47.7	44.85	44.55	21.6	59.85	35.15	63.55	30.15	58.8
C2orf83	44	12.8	14.8	11.4	16.2	24	10.3	90.7	32.4	18.5	19.3	38.4	28.9	36.7	17.5	16.5
C3	2788.9	4265.6	2107.9	4535.3	1964.8	6037.5	4658.6	2963.9	4080.1	2344.3	3385.6	5929.9	2700.4	2181.8	4123.2	1867.8
C3AR1	517.8	2198.5	2507.9	2178.7	1899.7	1707	4916.1	3533.8	4439.8	2303.4	2327.8	1623.5	1625.5	953.2	2025.3	3027.5
C3orf14	345.1	376.4	590.8	518.8	461.6	437.6	621.5	380	572.2	905.7	464.4	533	538.3	465.4	691.9	984.7
C3orf18	152.1	299.8	221.6	151.4	234.8	222.4	211.8	106.5	102.6	159	306.5	241.7	258.7	378.6	253.1	216.3
C3orf27	14.5	8.7	12.2	10.9	13.7	13.2	11.5	33.1	12	8.6	10.6	12.5	13.6	16.5	8.9	8.9
C3orf36	29.5	14.7	25.7	47	16.8	61.6	16.2	133	24	39.8	97.6	18.4	26.4	38	10	8.5
C3orf52	67.1	39.5	62.2	34.1	57	94.2	9.7	21.8	60.5	72.1	57.7	22.6	56.3	48.7	47.7	47.2
C4BPA	153.4	122.7	282.3	38.3	88.2	123.8	103.9	47.9	23.4	97.6	24.8	232.7	100.3	76.3	177.6	82.1
C4BPB	13.8	24.4	75.2	29.6	21.2	30.5	41.4	13	13.4	37.2	13.8	24.9	23.9	21.4	13	23.3
C4orf19	84.5	100.1	69.6	82.5	90.5	106.3	86.3	247.9	77.7	49.4	68.8	91.2	94.7	90.2	79.5	95.5
C4orf27	1217.4	980.5	1094.8	1044.6	873.8	1141.8	1542.7	1160.7	1436.5	1211.4	1160.2	1299.3	1021	1250.3	1357.8	1323.5
C4orf29	126.2	84.5	75.1	99.3	166.1	92.8	124	143	93	97.5	71.5	98.4	76.1	80.1	97.8	134.2
C4orf6	11.5	54.7	59.1	57.1	29.6	35	75.2	45.9	54.7	86.5	80	31	41.6	73.7	91.2	87.4
C5	193.7	192.9	211.9	181.3	168.3	150.2	178.5	121.5	168.6	85.2	135.8	261	221.4	132	198.3	211.1
C5AR1	328.2	1013.4	1130.2	720.7	910.6	547.1	1210.3	2712.5	1173.5	1125.8	721.2	629	739.9	337	1104	918.5
C5AR2	94.8	17.1	64.1	37.2	56.7	41.2	75.5	145.7	15.8	93.1	96.1	85.9	69.1	11.5	83.9	15.7
C5orf15	2140	1879.2	1682.9	1578.4	1202.2	1328.2	1786.3	1264.9	1805.2	1975.9	1556.5	1673.7	1628.1	1896.2	1872.1	2064.1
C5orf22	698.4	491.7	502.8	595.4	487	474	534.6	497.3	575.2	481.9	443.2	415.6	398.8	420.4	363.4	657.1
C5orf28	300.7	201.9	167.1	151.5	87	157.1	144.2	141.7	119.7	151.4	134.9	135.6	114.2	196	113.4	227.8
C5orf30	263.6	281.3	186.2	306.6	168	115	391.6	232.3	198.9	197.4	157.7	214.7	242	133.4	265.5	232.1
