geneNames	GSM1339618	GSM1339619	GSM1339620	GSM1339621	GSM1339622	GSM1339623	GSM1339624	GSM1339625	GSM1339626	GSM1339627	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
ADAM28	238	245.9	202.633333333333	339.3	298.4	146.9	174.4	305.266666666667	389.266666666667	116.066666666667	207.733333333333	28.7333333333333	79.5666666666667	133.366666666667	68.1333333333333	90.1666666666667
ADAM30	80.8	119.6	114.9	79.8	111.9	152.4	186.5	87.8	101.5	106.7	36.4	40.8	149.9	111.8	141.9	91.1
ADAM3A	28.5	21.3	3.5	5.7	16.2	36.3	4.3	54.9	9.4	17.6	54.1	11.8	11.6	8.1	4.8	7.8
ADAM5	86.9	101.6	127.95	118.55	165.25	120.15	127.05	271.1	98.4	88.7	111.75	105.4	104.3	44.2	133.95	87.95
ADAM7	10.7	4.6	16.75	17.6	28.65	8.8	22.75	61.75	6.8	8.35	12.05	36.15	36	11.8	26.8	16.65
ADAM8	72.5	22.35	199.45	65.35	97.95	168.25	253.95	211.3	100.95	158.85	60.1	23.8	35	97.75	26.9	23.9
ADAM9	1063.2	2067.8	1644	1178.4	1095.4	983.3	2391.3	1987.5	1195.4	1792.5	1330.7	1677.7	1923.5	1501.6	1763.2	2402.3
ADAMDEC1	565.4	503.8	1482.1	1828.8	1390.2	509.3	1445.9	1285.7	1664.5	1031	181.1	66.1	81.3	50.7	113.2	61.1
ADAMTS1	1077.6	791.2	460.2	622.1	603.8	1067	318.6	857.3	312.6	687.3	659.8	710.2	601.8	431.7	938.1	622.3
ADAMTS12	151.6	136.8	154.6	187	123.9	125.2	203.8	110.8	106.1	183	40.1	162.5	124.3	137.3	137.2	180.4
ADAMTS13	45.8	122.3	111.3	65.2	95.9	108.8	125.1	48.4	42.6	102.3	96.4	145.6	146.6	112.2	92.4	113.4
ADAMTS2	546.8	538.6	1011.5	781.65	1021.9	714.3	1108.8	562.2	472.4	821.2	590.4	791.3	775.7	1218.75	644.35	302.75
ADAMTS20	34.9	44.1	33.9	21.2	59.9	30.8	40.1	112.4	40.4	24.4	31.8	48.5	44.9	22.6	57.1	41.9
ADAMTS3	216.5	171.3	140.6	160	91.3	121.5	48.9	162.9	120.2	72.7	112.6	170.6	397.7	164.8	105.1	188.9
ADAMTS5	2263.7	1306.8	1691.1	905	1244.9	865	1613.6	911.5	1152.3	1950.9	950.2	1077.2	1529.2	1445.1	937.2	1914.3
ADAMTS6	80.7	79.4	120.6	63.1	189.1	128.4	147.5	160.2	110.5	78	82.6	100.6	116.1	59.9	133.1	121.1
ADAMTS7	81.65	56.3	53.85	110.5	140.1	131.8	61.05	126.75	24.25	75.45	122.45	126.8	140.85	117	52.5	62.55
ADAMTS8	35.55	29.85	34.35	37.75	57	73.65	49.45	54.4	11.7	13.55	32.6	15.8	38.35	37.3	14.25	32.7
ADAMTS9	222	176.6	174.8	148	147.8	162.7	242.3	286.2	189.3	146.9	110.5	186.9	176.2	166.6	204.8	186.8
ADAMTSL2	9.5	7.3	9.4	7.6	7.3	16.3	7.4	6.9	5.4	6.7	11.4	52.5	16.3	18.2	8.4	8.4
ADAMTSL3	650.5	1033.1	363.1	603	193.5	369	76.4	450.6	475.9	152.1	595.3	650.9	1203.8	681.4	533.5	599.2
ADAMTSL4	123	113.9	176.8	150.2	217.3	89.2	134.4	160.3	179.1	109	148.4	202.4	165.1	156.5	105	166.7
ADAP1	346.95	354.4	471.45	396.45	459.75	412.85	503.55	361.65	472.4	397.75	285.9	262.5	298.9	241.55	307.7	385.35
ADAP2	778.7	715.8	988.9	927.4	823	681.5	1391.7	704.3	1275.3	791.4	948.3	844.3	989.3	577.4	881.6	1827.3
ADAR	2777.7	2134.7	2713.1	1977	2216.3	2496.9	2005	2525.2	2668.9	2339.1	2430.7	1261.8	1246.7	2263.9	2127.1	1950.6
ADARB1	219.9	166.366666666667	223.933333333333	215.033333333333	160.133333333333	146.133333333333	159.266666666667	103.733333333333	140.533333333333	160.533333333333	130.733333333333	199.2	192.5	207.066666666667	229.933333333333	170.966666666667
ADARB2	12.8	8.5	23.7	8	16.5	18.4	20.4	12.1	14.2	11.4	16.7	19.3	14.9	10.2	52.3	51
ADAT1	395	297.2	304.7	217	397.1	298.3	357.7	284.1	301.7	277.3	266.1	377.5	352.3	324.8	341.3	485.1
ADCK2	262.175	253.55	270.05	223.525	243.275	220.175	323.775	206.425	309.875	265.975	248.275	245.825	224.8	200.85	185.475	245.175
ADCK3	578.7	837.2	571.3	696.7	718.5	786.6	608.2	603.2	526.9	437.9	618.3	701.4	695.3	701.8	650.9	614.7
ADCK4	9	15	13.7	27.1	15.1	18.6	20.3	19.2	10.1	23.7	12	11	14.6	9.8	8.2	14.1
ADCY1	173.3	312.2	166.1	187.033333333333	142.233333333333	102.066666666667	138.633333333333	211.933333333333	188.333333333333	96.4666666666667	134.933333333333	179.266666666667	196	117.633333333333	122.466666666667	119.033333333333
ADCY10	58.9	37.85	64.5	57.2	35.9	46.6	75.1	95.4	26.35	41.7	35.8	50.35	41.95	43.45	25.8	37.1
ADCY2	76.1	98.4333333333333	109.8	60.0333333333333	85.6333333333333	124.666666666667	151.166666666667	146.5	72.7666666666667	61.0666666666667	124.333333333333	71.1333333333333	74.4333333333333	132.6	105.666666666667	138.733333333333
ADCY3	757.95	590.55	620.95	703.6	695.85	806.1	688	860	540.45	499.9	787.3	801.8	630.65	591.6	939.4	575.55
ADCY6	503.2	828.8	591.6	591.4	565.3	594.4	440.4	506.9	300.9	411.3	483.6	756.9	763	661.2	526.5	525.8
ADCY7	702.2	578.3	801	584.8	632.2	483.3	889.6	505	459.2	688.1	677.1	593.5	615.6	737.4	638.1	605.7
ADCY8	12.9	57.9	12.1	16.8	48.8	15.7	10.7	18.8	22.9	12.1	25.1	24.4	22.2	13.4	14.1	19.4
ADCY9	325.166666666667	357.4	289.8	260.3	277.633333333333	367.566666666667	232.2	213.633333333333	195.733333333333	276.566666666667	275.766666666667	382.533333333333	425.9	393.733333333333	295.166666666667	229.266666666667
ADCYAP1	154.5	154.8	189.7	353.5	207	171	420.7	333.1	229.1	137.1	171.2	181.6	148	130.5	168.5	186.3
ADCYAP1R1	82	29.5	98	53.7	130.1	148.6	30.3	217.3	10.4	73.3	71.8	129.7	183.6	75.5	74.2	123.6
ADD1	836.466666666667	1286.03333333333	1239.63333333333	1119.96666666667	843.033333333333	1214.06666666667	1055.8	1013.2	803.166666666667	870.066666666667	1057.03333333333	1316.3	1279.9	1176.73333333333	1005.86666666667	926.2
ADD2	133.5	165	133.233333333333	196.066666666667	156.066666666667	165.833333333333	213.966666666667	168.866666666667	166.9	112.566666666667	73.1333333333333	109	160.266666666667	85.0666666666667	158.933333333333	130.533333333333
ADD3	2022.825	2959.525	2619.6	2223.3	2154.9	2528.675	1867.775	2210.025	1917.575	2161.85	2894.775	4044.55	3008.45	3373.1	4063.9	3055.5
ADD3-AS1	44.05	15.05	47.45	13.55	14.25	15.5	14.55	64.2	10.6	29.7	57.05	24.6	42.45	46	23.2	73.85
ADGB	16.1	22.6	33.8	6.7	28.5	12.2	36.9	64.4	13.5	11.6	6.1	7.1	28.4	5.1	44.1	11.2
ADH1A	88.4	125.7	90.7	90.7	72.2	106.3	68.7	173.2	84.6	59.3	111.1	187.7	191.1	100.1	95.1	88.3
ADH1B	169.433333333333	2291.43333333333	79.3666666666667	1137.33333333333	15.9	1231.96666666667	211.966666666667	836.166666666667	99.6	26.5666666666667	218.7	1888	1731.03333333333	2539.76666666667	893.3	2131.23333333333
ADH1C	58	125.8	50.4	106.2	64.7	122.9	18.3	23.8	15.1	57.4	67.9	193.6	152.3	300.8	75	139.1
ADH5	1459.05	2194.3	1636	1399.1	1662.25	1770.2	1598.1	1572.3	1863.2	1362.5	1289.65	1987.05	1702.95	1961.55	2074.15	1836.6
ADH6	33.55	23.65	36.95	88.5	54.45	19.4	45.8	78.3	19.55	36.15	17.75	89.45	20.5	31.5	71.8	70.6
ADH7	88.6	129.1	123.2	160.7	76.5	82.1	144.5	198.1	94.9	80.6	57.2	110.7	107.8	82.8	126.5	109.9
ADI1	1605.3	1638.5	1191.6	1459.8	1174.2	1248.1	1354.9	1563.7	1171.5	1318.2	1167.8	1059.5	1119.9	907.9	743.3	1528.6
ADIPOQ	269.3	5366.7	201.8	4119.3	43.8	2321	107.5	1174.1	97.9	47.6	794.4	3337.3	3252.7	3554.2	1655.9	3564.6
ADIPOR1	1235.9	1481	1581.2	1339.5	1476.4	1159.7	2061	1536.8	1720.7	1608.6	1534.1	1207.5	1327.7	1318.2	1381.2	1324.4
ADIPOR2	1068.8	1415.9	1063.9	1210.4	1011	932.8	913.9	989.1	1038.1	921.4	949.1	1146.8	946	885.7	800.4	1218.9
ADIRF	1232.9	3659.8	1189.8	3146.1	1085.1	2651.1	741.1	1505.6	499.1	591.7	1947.4	3976.7	2880.5	2937.5	2749.2	2999.6
ADK	494.45	664.1	631.25	563.05	572.4	598.35	896.85	529.95	636.15	606.2	746.55	921.45	696.7	744.75	817.35	814.65
ADM	804.5	937.9	952.9	989.6	1100.1	1033.3	1771.8	1641	940	1095.1	771.1	1165.9	1111	1124.8	552.6	964
ADM2	350.5	119.7	134.8	50.1	179.8	181.6	106.3	151.9	87	144.7	207.6	70.1	93.1	99.2	59.7	98.6
ADNP	1147.5	1292.2	1012.4	1739.8	1240.2	961.5	1179.4	934.8	1121.9	1002.3	1017.8	1082.5	959.1	1084.4	931.5	900.2
ADNP2	354.75	391.4	404	328.2	311.9	300.1	394.95	394.3	312.9	364	277.05	401.5	384.65	355.1	367.65	374.6
ADO	558.85	546.3	567.7	496.1	541.8	512.4	607.65	463.9	589	585.05	457.75	572.45	480.25	464	599.3	578.4
ADORA1	193.55	162.25	181.9	104.95	183.45	155.8	182.15	244.85	118.4	129.95	111.15	178.55	145.35	162.05	145	161.75
ADORA2B	302.1	274	383.9	231.3	294.4	246.1	585.6	315.5	311.4	362.8	284.3	289.9	303	277.7	423.9	206.3
ADORA3	462.6	689.3	301.9	643.6	302.5	341.6	386.9	286.2	461.4	358.9	1255.4	960.3	1332.9	286.7	641.1	1945.6
ADPGK	2670.7	2269.2	1631.9	1987.2	1699.7	1282	2129	1847.5	2163.2	2560.6	2162.2	1155.8	1694.6	1247.4	1505.3	2094
ADPRH	97.2	198.6	172.1	224	313.2	235.2	131.9	93.9	92.9	191.5	139.3	87.5	160	145.5	43.8	125.7
ADPRM	181	300.1	266.2	227.4	341.2	236.7	246.2	295.3	327.8	284.3	272.4	207.1	299	264.5	285.4	309.8
ADRA1A	33.625	30.825	56.5	43.275	37.15	58.125	53.65	52.275	12.025	17.875	22.7	46.9	33.675	37.2	54.6	30.825
ADRA1B	16.1	33.9	24.9	48.1	41.6	20.9	17	11.8	20.6	56.7	27.1	15.2	69.2	46.5	9.5	10.1
ADRA1D	29.45	22.65	35	8.25	14.3	48.05	58.65	36.45	21.45	21.05	24.25	44.05	63.1	35	18.75	23.05
ADRA2A	683.6	642	679.7	740.9	285.3	1214.1	477.5	541.3	259.4	307.3	333.6	608.8	490.5	688.3	478.1	367.7
ADRA2B	96.4	164.8	60.6	91.4	183.3	98.5	103	139.8	122.8	120.4	37.4	83.5	73	93.4	69.5	87.1
ADRA2C	123.2	100	100.3	107.2	159.1	208.8	98.1	107.7	118.1	63.5	114.2	104	114.5	158	108.3	63.1
ADRB1	23.3	12.9	8.9	8.9	11.5	6.5	11.1	77.3	10.8	10.4	11.2	14.2	10.9	7.7	8.2	13.4
ADRB2	1016.8	431.9	408	439.6	488.1	466.8	1427.5	729	455.1	422.4	724	312.6	626.1	374.3	548.1	769.6
ADRB3	20.9	16.75	14.7	15.55	18.8	12.3	21.6	59.4	27.8	18	15.25	14.2	24.3	16.15	13.05	33.8
ADRBK1	415.233333333333	518.066666666667	454.866666666667	598.9	569.833333333333	578.433333333333	569.033333333333	397.666666666667	489.2	367.266666666667	535.433333333333	465.566666666667	531.3	342.566666666667	353.8	342.066666666667
ADRBK2	174.75	180.35	131.7	268.7	240.25	163.2	182.7	212.5	281.6	165.65	149	152.65	171.85	75.55	167.75	198.4
ADRM1	1203.4	1006	1021	1321.4	1211.2	1178.8	1097.8	988.6	1204.2	1253.6	774.8	871.2	917	874.9	808.9	762.6
ADSL	814.15	836.1	684.75	738.05	659.7	626.7	767.95	763.15	1003.55	936.95	648.15	777.45	679.5	638.85	1027	932.55
ADSS	890.9	751.5	983.8	858.6	867.7	752.3	918	792	768.4	919.4	651.8	613.8	879	633.9	867.5	876.6
ADTRP	217.5	207.2	245.4	206.2	282.7	218.9	336.8	282	225.9	367	135.8	307.1	233.2	153.1	235.4	282.1
AEBP1	1756.7	831.1	2029.6	1053.7	1476.8	1027.9	2096	1464.9	811	1928.4	1725.7	1628.7	1308.4	5918.4	2496.1	879.2
AEN	156.4	67.4	129.1	48	217.4	191.5	44.8	202	236.8	125.6	209.4	166.4	79.2	240	124.7	87.4
AES	454.6	662.7	408.6	481.4	446.4	763.3	499.1	515.2	352.3	532	617.8	652.9	690.6	590.8	331.3	525.7
AF007147	43.5	188.4	52.9	18.8	41.1	135.5	47.5	61.4	35.5	29.4	69.5	46.7	151.2	49.4	38.9	41.7
AF070581	16.9	16.3	32.1	14.4	27.8	47.7	23.7	21.1	12.3	16.6	39	44.6	47.3	46.2	35.8	36.7
AF090939	52.7	29.4	51.2	19	41.3	84.8	28.8	68.2	12.9	16.1	24.6	24.4	22.3	51.4	23.3	72.8
AF198444	35.9	39	19.5	21.1	39.7	15.7	24.6	68.3	24	46	12.2	6.6	13.6	21.3	18.8	35.5
AFAP1	70.1	72.1	67.2	24.6	23.6	23.8	27.4	52.1	54.4	78.8	43	57.2	40.4	26.2	34.8	34.1
AFF1	857.6	701.233333333333	722.6	436.5	411.933333333333	511.666666666667	463.9	597.3	616.8	531.6	501.233333333333	745.833333333333	697.1	672.066666666667	660.066666666667	716.6
AFF2	67.4	51.4333333333333	68.0333333333333	45.2	63.8666666666667	79.2333333333333	97.9666666666667	64.3333333333333	59.2333333333333	39.0666666666667	46.7666666666667	78.4333333333333	59.7666666666667	47.6	76.0333333333333	81.0333333333333
AFF3	5.95	6.55	7.15	9.05	8.35	8.95	8.55	8.9	7.65	9.35	12.35	17.25	8.9	10.4	5	10.3
AFF4	94.8	102.6	124.9	110.3	158.4	186.5	105.3	189.8	129.2	127.3	143.9	138.4	184.1	152.9	141.8	114.8
AFG3L2	528.2	564	550.9	469.9	426.6	403.1	712.7	317.2	452.4	649.9	387.7	347.5	480.4	533.2	494.6	440.5
AFM	74.7	62.7	59.4	53.7	74.5	46.2	117.6	166.3	86.3	74.7	65.5	155.5	91	45.2	90.5	87.5
AFP	61.6	19	64	13	121.3	25.1	86.5	62.4	57.2	14.3	62.8	69.1	42.4	40.7	90.3	11.5
AFTPH	1809.5	1643.5	1130.6	1382.8	1228	1404.4	1484.9	1589.8	1932.7	1370.4	1558.5	1392.7	1554.3	1172.5	1474.7	1611.8
AGA	496.766666666667	468.8	440.266666666667	559.6	820.9	332.366666666667	521.3	497.7	613.333333333333	530.466666666667	600.9	295.9	512.3	500.566666666667	477.333333333333	420.133333333333
AGAP1	337	370.2	245.7	425.7	352.6	362.3	294.8	231.5	319.1	448.5	272.4	559.7	567.6	721	697.5	346.1
AGAP2	88.55	68.4	83.6	76.5	56.2	132.55	56.75	68.9	49.4	77.05	87.45	75.3	58.35	84.85	84	63.2
AGBL2	52.8	45.8	48	23	57.3	56.2	47	161.7	44.2	20.9	44.2	82.3	44.6	39.5	28.3	36.5
AGBL3	29.7	23.3	28.7	17	22.8	4.3	15.3	3.7	1.6	25.5	12.3	31.6	13.8	17.8	4.3	19.1
AGBL5	113.3	211.4	115.3	152.5	88	135.2	140.9	62.1	75.6	113.6	169.9	83	90.9	120.1	112.1	47.8
AGER	55.8	35.45	37.95	42.45	54.75	64.45	62.3	45.75	42.1	36.45	43.2	48.75	28.45	37.45	24.95	39.2
AGFG1	378.475	384.1	339.45	379.025	353.425	384.225	395.9	644.425	443.15	442.45	320.675	367.775	366.925	264.525	318.225	440.225
AGFG2	145.8	137.82	144.46	148.3	115.84	137.64	121.68	99.84	105.46	124.04	105.36	140.88	159.56	99.84	88	112.64
AGGF1	250.033333333333	336.4	362.033333333333	264.433333333333	299.4	270.366666666667	354.1	305.2	252.5	294.033333333333	279.033333333333	299.3	345.3	279.8	303.966666666667	280.733333333333
AGK	498.6	419.7	396.55	397.5	412.45	455.7	328.55	363.65	488.15	412.35	439.55	490.4	415.95	466.55	384.8	459.9
AGL	721.1	480	494.8	476.7	392.8	669.4	504	283.5	441.6	398.1	383.1	466.9	361.4	476.1	461.9	517.3
AGMAT	158.35	131.15	120.25	141.1	168.35	165.3	169.6	261.4	171.05	111.55	213.9	186.3	136.9	113.8	127.8	312.95
AGO1	663.2	693.1	746.9	654.4	546	443.2	793	554.3	582.1	670.1	403.3	668.4	551.8	629.7	745.4	816.7
AGO3	176.4	183.1	143.2	150.4	215.2	157.7	122.2	165.3	209.7	189.1	161	193.6	213.8	159.4	260.3	184.6
AGO4	134	216.1	234.9	182.1	157.8	129.5	232.6	228.3	142.2	150	112.2	153.5	134	149.7	120.6	154.7
AGPAT1	1524.3	1715.6	1897.85	1498.35	1726.5	1624.4	1662.15	1328.85	1272.7	1495.2	1745	2058.3	2090.55	1630.95	1583.85	1290.25
AGPAT2	354.5	800.45	537.45	679.95	531.55	754.05	682.15	631.75	418.15	461.1	384.6	765.9	717.4	769.75	532.95	697.45
AGPAT3	122.4	129.5	98.8	94.8	229.1	217.2	227.9	68.4	199.4	145	293.7	103.3	141.4	138	111.5	104.9
AGPAT4	141.6	210.8	301.6	232.4	270.5	227.5	169.2	105.5	244.9	361.6	170.5	283.5	309.1	246.1	311.8	233.4
AGPAT5	581.3	575.6	720.8	517.3	571.3	514.7	572.4	512.2	733.6	360.7	522.5	466.7	393.1	599.6	436.4	750.1
AGPS	296.5	905.6	648	416.6	628.6	651.8	739.3	848.1	622.6	899.4	678.3	640	617.3	551.5	788.8	930.7
AGR2	9.8	8.4	4	15.5	8.9	6.9	13.1	8.2	11.5	5.2	107.7	8.2	4.2	3	3.8	9.9
AGRN	650.85	449.6	821.8	467.225	689.4	780.15	596.2	536.05	388.7	565.6	516.15	509.95	561.95	578.225	537.5	335.375
AGRP	28.1	20.6	24.2	15.1	20.8	20.1	29.2	18.7	20.2	12	21	26.2	41	7.4	122.9	26
AGT	840.9	135.9	520.2	362.4	628.5	475.4	164.2	1185.2	281.6	301.6	649.5	860	239.5	474.2	1718.9	326.3
AGTPBP1	223.4	145.25	136.9	171.45	148.4	182.8	210.9	207.1	179.45	195.95	147.25	105.25	169.95	171.7	140.65	115.5
AGTR1	653.85	846.8	718.9	344.35	293	452.4	838.75	349.6	228.45	284.45	370.25	1039.35	1147.1	873.1	1100.1	519.35
AGTR2	47.5666666666667	56.5666666666667	40.5333333333333	56.8666666666667	66.3333333333333	62.2	60.0666666666667	52.3666666666667	117.6	39.0666666666667	45.4	28.9666666666667	41.4333333333333	18.9333333333333	96.2	59.3
AGXT	16.9	15.8666666666667	29.8666666666667	16.2	20.9333333333333	12.9	14.6333333333333	37.2666666666667	11.7	20.0666666666667	20.1333333333333	18.5	28.7333333333333	13.7	14.1	25.7333333333333
AHCTF1	147.1	175.4	114.4	179.4	92.2	217	163	180.8	137.8	156.8	153.8	189	160.7	170.3	210.4	142.6
AHCY	685.4	719.7	856.7	548.1	617.2	653.9	930.6	546	720.9	811.3	605.9	688.3	738.9	633.2	780.8	765.6
AHCYL1	1117.8	1161.55	1065.875	1122.525	981.775	1021.4	1320	932.625	905.225	986.35	1027.625	1256.6	1425.7	1115.45	1216.9	1072.375
AHCYL2	427.05	284.45	294.8	387.7	207	218.25	245.05	264.9	293.5	197.45	217.45	331.95	363.4	284.9	284.1	316.85
AHDC1	369.8	325.9	376.9	338.5	191.7	308.6	210.4	260.6	177.4	224.1	294.7	413.7	460.3	381.9	279.2	187.4
AHI1	386.5	244.766666666667	244.4	170.666666666667	232.666666666667	160.866666666667	184.8	306.833333333333	196.366666666667	190.5	187.033333333333	294.5	282.866666666667	214.5	331.766666666667	363.033333333333
AHNAK	2675.15	3162.75	3152.7	3205.4	2296	2956.5	2894.6	2714.15	1812.45	2201.8	3193.6	3944.35	3768.6	3701.45	3222.4	2612.55
AHNAK2	480.9	822.9	1561.8	593	459.5	801.7	1856.5	423.2	244.2	704.6	658.9	1625.6	1494.5	1821.7	1352.7	653.8
AHR	1507.3	802.8	1184.5	1045.7	853	796	805	793.6	804.4	901.5	1019.8	768.2	1035.2	625.5	1071.4	809.2
AHSA1	1038.8	741.3	952.5	764.2	1065.4	942.9	812.2	1322.8	1194.5	1450.4	903.3	805.2	927.1	1035.5	1143.1	963.4
AHSA2	265.7	55.8	158.3	112.5	34.4	128.4	55.8	134.4	40	21.7	107.7	80.3	46.5	136	115.9	109
AHSG	16.55	8.2	7.95	13.4	13.3	8.1	9	17.25	32	9.3	6.4	11.55	8.3	29.85	9.05	13.8
AHSP	173.1	130	131.8	140.8	167.9	252.3	101.9	212.7	186.4	156.7	217.9	139.4	100.2	150.5	80.6	165.1
AICDA	40.2	31.6	95.7	73.4	111.4	71.3	105.7	120	82.2	68.4	43.8	106.2	13.5	8.5	106.5	51.2
AIDA	1229	1883.4	1615.4	1351.7	1527.8	1394.2	1660.7	1192.1	1427.4	1681.3	1414.1	1711.2	1848.5	1625.7	1902.1	1768.9
AIF1	1394.95	1751.35	2301.175	2528.625	2326.925	1768.975	3443.35	2590.75	3144.45	2864.225	2017.575	1187.225	1975.475	975.075	1654.65	2581.675
AIFM1	553.3	910.1	567.4	802.2	678.3	527.3	631.1	927.2	529.2	426.3	561	717.4	624.7	572.5	751.2	514.7
AIM1	1095.2	1303.3	1532.6	1481.4	1262.8	1160.8	1626.2	1416.3	1689.2	1262.1	740	982.9	908.3	1048.2	1003.3	919
AIM1L	41.25	62.05	68.95	108.45	21.15	42.9	23.85	22.7	101.35	54.4	87.4	86	85.65	108.3	97.75	61.05
AIM2	376.2	383.8	1112.5	688.9	908.8	510.4	506.6	1084.1	1781	1048.8	242	92.5	91.5	122.3	170.3	105.1
AIMP1	854.6	871.65	629.8	698.5	579.05	731.95	934.8	790.5	713.35	815.4	688.1	671.5	659.1	853.45	716.8	963.7
AIMP2	634.766666666667	705.666666666667	674.366666666667	718.333333333333	799.533333333333	718.933333333333	866.966666666667	709.333333333333	826.5	904.7	608.966666666667	657.166666666667	700.466666666667	682.133333333333	822.4	760.633333333333
AIP	897.45	1105.3	1124.15	1116.65	1096.2	936.5	953.35	884.65	1027.45	887.6	1031.1	1149.35	1238.85	933.7	994.25	904.95
AIPL1	116.6	106.1	149.3	85.6	142.7	164.8	156.7	54.7	87.5	90.5	66.4	62.9	83.1	37.8	62.9	95.9
AIRE	9.1	65.9	8.6	34	20.9	7.6	8.4	9.2	22.1	17.3	11	22.3	19.6	15.2	21.3	21.9
AJAP1	51.525	47.175	60.8	61.75	53.05	52.6	47.825	77.15	48.025	37.85	67.3	37.3	55.175	40.3	65.5	56.875
AK021537	134.5	183	211.3	235.4	156.5	123.3	192.6	185.3	138.4	98.7	116.2	139.8	133.7	115.5	150.7	164.2
AK021933	74.15	60.85	101.95	67.55	156.3	84.4	85.55	133.35	31.7	73.8	57.6	84.95	93.35	81.15	74.75	54.85
AK055981	179.9	191.2	168.6	236	163.7	227.7	233.9	208.6	181.9	146.5	116.8	188.9	186.1	207.7	184.1	195.8
AK1	1406.2	1216.6	953.2	1013.1	677.5	859.9	434.5	505.2	829.1	958.5	1278.05	1456.7	1544.2	1138.65	1207.3	1337.75
AK2	593.3	576.15	584.566666666667	559.483333333333	612.65	592.866666666667	641.6	606.35	730.233333333333	686.6	523.283333333333	580.783333333333	610.333333333333	570.633333333333	577.633333333333	722.6
AK5	16.7	135.8	152.9	79.4	137.5	161	231.3	28.6	99.2	85.5	51	106.8	109.1	133.3	188.8	177.3
AK6	484.1	488.8	343.7	424.8	490.4	548	364.7	534.8	509.5	502.8	533.9	475.3	592.3	558.2	468.5	580.4
AKAP1	325.4	722.1	331.7	478.925	233.775	443.975	270.6	305.75	278.4	238.425	337	556.075	559.175	546.35	431.1	489.7
AKAP10	371	351.35	313.2	298.35	357.85	311.1	369.5	300	326.65	263.3	443.7	155.3	333.5	210.45	388.15	273.6
AKAP11	988.55	1207.2	1002.95	861.6	762.8	724.75	1015.7	780.5	873.2	772.35	664.25	1075.3	1015.2	823.65	966.9	1028.65
AKAP12	1345.4	2183.5	738.6	1842.7	939.9	1521.9	1036.2	1206.7	911.5	767.3	1462.8	2041.4	1664	2249.5	2351.5	1513.5
AKAP13	416.88	445.2	458.5	594.56	588.56	667.96	368.52	847.86	679.56	874.56	702.68	805.94	760.64	796.3	809.72	787.24
AKAP17A	322.6	274.9	272.65	236.9	278.45	343.15	269.65	296.8	148.55	190.4	299.35	208.75	330.75	303.1	221.4	185.1
AKAP3	22.2	20.8	19.9	12.8	26.7	20.2	27.3	35.5	20.9	11.9	19.1	27.2	29.1	15.5	17.6	20.5
AKAP4	16.1	9.7	32.3	17.1	41.9	26.8	59.9	25	7	13	17.9	14.1	49.7	34.8	20.2	9.5
AKAP5	10	16.6	59.7	67.4	115.2	17.1	38.6	65.9	18.5	56.9	21.3	17.7	48.8	47.3	17.1	27.7
AKAP6	58.2	71.65	59.75	62.85	67.35	81.7	75.05	116.1	64.25	37.25	50.3	83.25	93.3	39.75	81	60.4
AKAP7	230.2	265.95	218.1	252.85	218	233.35	261.45	182.05	307.8	186.65	182.1	213.7	218.6	185.9	187.3	293.6
AKAP8	515.15	523.15	399.65	437.2	428.65	640.05	459.5	469.85	453.3	444.15	406.8	391.8	409.45	541.1	456.9	453.4
AKAP8L	135	154.033333333333	121.9	118.5	124.866666666667	146.3	151.833333333333	157.1	129.966666666667	116.566666666667	109.1	112.033333333333	128.133333333333	119	122.3	96.5
AKAP9	332.9	220.166666666667	252.5	171.433333333333	164	147.3	182.5	201.7	188.066666666667	150.833333333333	152.366666666667	148.6	197	239.3	174.133333333333	187.566666666667
AKIP1	282.2	398.7	394	429.5	410.1	293.9	410.4	273.5	531	404.3	472.5	479.9	562.7	430.6	571.1	399
AKIRIN1	224.3	237.9	208.6	236.3	176.4	342.2	256.8	267.3	316.5	259.1	224	139.6	210.3	188.3	306.2	263.6
AKR1A1	2055.1	2506.6	2760.3	2414.1	2474.8	2125.4	3031.9	2191.1	3463.5	3340.3	2724.2	2474.9	2487.8	2028.1	2609	2857.3
AKR1B1	2187.8	2757.9	2141	3113.6	1991.4	2148.2	2453.8	2010.5	3152.3	2341	3135.8	2563.3	3118.1	2635.9	3255.7	3368
AKR1B10	99.4	215.4	63.4	90.3	108.8	92.5	103.6	102.2	68.6	62.7	121.1	153.8	226.6	213.2	111.2	128.8
AKR1C1	2367.66666666667	3556.13333333333	2176.43333333333	3284.76666666667	2499.86666666667	3349.6	2186.46666666667	3137.9	2540.8	2500.06666666667	2428.96666666667	4732.9	4111.83333333333	3939.46666666667	4329.23333333333	4591.86666666667
AKR1C3	1508.4	1337.8	1484.5	1390.4	1456.7	1699.4	1438	1119.5	931	1140.1	1670.4	2116.7	1958.2	1467.8	2109.8	2157.2
AKR1C4	38.5	10.5	52.2	12.6	20.9	44.5	13.9	19.8	39.3	13.5	24.2	31	24.8	52.2	20.9	18.7
AKR1D1	34.4	19	14.6	35.5	44.5	20.4	22.2	122.2	23.4	26.4	37.2	26.4	27.9	26.3	31.2	13.9
AKR7A2	699.2	723.2	751.55	637.8	751.35	637.75	964.05	591.65	617	793.95	607.15	803.3	910.8	697.35	944.25	738.6
