geneNames	GSM5176138	GSM5176139	GSM5176140	GSM5176141	GSM5176142	GSM5176143	GSM5176144	GSM5176145	GSM5176146	GSM5176147	GSM5176148
GAD2	65.8939666666667	152.3883	47.6846333333333	25.8434666666667	76.9844666666667	65.5190333333333	84.1734333333333	104.537133333333	162.268666666667	77.9682	58.2258
GADD45A	1574.37	4717.24	3099.35	1877.93	2141.69	590.164	499.53	1244.05	634.571	623.23	392.946
GADD45B	8454.9845	18275.515	7298.1315	5995.29975	6753.093	1890.9005	1468.176	2330.48125	1348.041	1479.02475	806.17625
GADD45G	96.3463	502.918	329.424	190.687	331.878	203.503	142.841	343.32	71.1337	168.448	63.7733
GADD45GIP1	63.51765	367.9425	95.20225	111.6914	76.0202	163.38925	120.00405	257.46335	136.10415	198.769	104.74745
GAGE1	71.715	112.838	15.8601	4.61527	8.63874	21.0826	30.0326	44.8989	21.9503	11.268	3.77601
GAGE3	101.46	864.542	141.89	78.1262	84.4199	372.205	269.711	236.982	117.81	194.999	42.9961
GAK	323.8505	1587.291	294.1575	372.0685	556.751	477.051	414.82105	871.1295	431.7645	387.7858	198.178
GAL	119.51455	154.5577	61.45435	44.3349	60.92815	174.016	123.5784	279.6644	122.2714	56.27755	41.91325
GAL3ST1	76.6207	35.4222	11.9219	13.3036	5.2363	41.2773	16.119	32.4257	19.9111	20.8375	4.02745
GAL3ST4	50.7403	190.224	18.2028	48.72	52.8665	135.138	342.449	531.643	246.136	245.952	12.6824
GALC	263.524	768.288	231.356	223.175	253.4605	430.413	320.5645	976.1935	290.759	374.992	203.5395
GALE	370.85	1068.7	497.031	282.216	555.8	767.077	541.313	888.29	379.791	484.551	290.014
GALK1	16.0648	38.1807	12.8009	9.03827	20.6175	53.208	22.7691	30.3871	23.4077	12.1141	15.5719
GALK2	123.55215	398.2305	102.82065	110.3661	143.3464	114.96515	125.6892	430.493	86.2735	126.49285	80.42725
GALNS	270.159	1047.19	356.843	325.753	178.834	251.895	567.479	1401.5	462.595	481.116	258.546
GALNT1	304.684333333333	1355.33066666667	468.21	428.501333333333	351.973	958.243666666667	964.025666666667	2637.72	1007.93166666667	1133.56066666667	614.253666666667
GALNT10	477.1715	2027.85	755.9835	528.1425	895.2425	1332.2375	1063.7625	3486.63	1007.212	1307.9175	581.057
GALNT11	296.928	961.356	518.58	316.466	351.611	578.824	682.622	1813.76	602.436	724.14	396.083
GALNT12	108.437	455.984	65.8732	122.814	17.8219	31.7328	213.838	498.56	155.427	188.37	49.1222
GALNT14	34.7258	160.509	21.5149	42.0322	50.0143	107.517	96.509	120.179	20.11	90.9487	22.3521
GALNT2	894.772	3010.885	1916.3165	1065.8685	1779.7625	1237.305	959.1635	6054.26	1858.3975	2727.455	1131.954
GALNT3	84.10295	46.19855	15.377295	79.4632	35.4651	137.63915	17.9584	87.8594	35.5211	12.9769	11.140205
GALNT6	163.805	347.559	22.0085	68.0006	12.7065	164.449	289.296	585.659	190.004	30.9879	74.4938
GALNT7	124.279	434.378	141.588	184.926	172.23	413.616	258.353	865.534	361.413	473.6	258.727
GALNT8	235.251	912.411	226.305	219.597	136.622	280.896	431.358	639.968	141.939	183.268	68.5035
GALR1	11.0068	13.9983	5.29492	10.6719	10.4346	14.1354	22.7193	20.8641	18.205	15.819	5.45481
GALR2	63.8405	36.0521	46.7197	5.84452	45.0537	19.9512	33.1186	14.3332	40.0389	52.3286	5.84552
GALR3	205.566	724.057	326.201	325.986	180.013	565.559	613.363	2670.32	264.018	558.257	197.908
GALT	249.235	920.22	225.796	280.121	211.568	410.585	324.215	761.386	303.356	409.049	198.135
GAMT	28.0038	367.503	64.5604	22.0658	52.9272	36.6021	51.599	89.6665	48.5803	40.7999	89.7762
GAN	7.9904	28.0653	6.03889	49.4312	37.0985	27.5068	22.2806	111.561	47.5797	27.6251	50.5531
GANAB	946.674	5149.04	1134.0025	914.3475	1171.9355	1267.521	1810.64	5962.42	1474.7595	1573.5425	761.245
GAP43	47.9029	299.5887	56.9400266666667	106.093333333333	85.9141	283.272166666667	136.7436	484.914333333333	154.8422	134.822466666667	62.1616
GAPDH	23835.6833333333	21465.8833333333	25444.1166666667	22421.15	24152.1166666667	19771.1833333333	23405.1	20991.5666666667	25331.8333333333	24365.2	22334.0833333333
GAPDHS	133.322	517.927	171.744	126.845	71.1941	260.226	251.818	506.438	78.8887	210.867	52.987
GAPVD1	355.578	1487.23	425.821666666667	324.166	446.732	537.009	425.124666666667	1122.03766666667	394.268	597.783	245.4897
GAR1	247.059	735.067	260.046	264.245	269.208	431.508	350.331	819.354	363.489	515.031	308.36
GAREM	343.987	1598.59	374.228	273.228	407.766	803.943	606.052	1310.56	374.816	513.509	269.332
GARS	2328.61	5856.66	2288.24	1790.46	2360.59	2821.36	2134.6	3838.83	2012.44	2051.24	803.842
GART	101.20423	558.24664	104.65384	114.54656	109.335924	176.60524	167.24702	447.6697	108.049048	150.4044	92.51379
GAS1	763.812	4669.945	3281.8495	1413.9535	2164.073	3511.4075	4249.7515	11459.515	4858.19	6566.425	3188.381
GAS2	43.1857	114.776	7.27285	27.4975	7.55546	12.1739	45.0073	86.733	59.2492	11.1415	29.9232
GAS2L1	88.6509	397.2664	108.498533333333	101.2167	79.1607	263.217633333333	270.588366666667	502.2463	162.864666666667	256.800733333333	125.708433333333
GAS6	1445.051	8234.3	2574.74	1694.287	2584.27	3458.4	3554.08	8972.96	2018.678	2480.715	1711.482
GAS7	289.3056	795.7748	333.3598	267.6132	275.75426	725.9344	732.5876	1095.5008	501.9278	484.8846	287.3952
GAS8	375.981	1003.27	340.041	250.705	331.814	530.057	278.986	676.518	229.605	301.067	202.669
GAST	263.76	563.088	120.089	177.782	213.293	86.7337	285.424	575.145	229.742	194.445	105.936
GATA1	121.598	118.601	33.4492	68.5198	29.8314	77.3376	40.2236	187.507	62.0176	88.8717	44.8323
GATA2	151.701866666667	776.295333333333	169.621133333333	199.0322	139.904466666667	328.612766666667	371.5857	658.916	212.667666666667	266.7625	186.976333333333
GATA3	117.955966666667	209.6216	49.93843	73.2860533333333	66.8881666666667	65.3918666666667	101.273396666667	192.523866666667	104.155936666667	77.73266	40.0542466666667
GATA4	23.9826	41.1329	22.2211	14.146	29.2682	37.1077	21.5163	53.0681	17.1578	6.02638	20.531
GATA6	19.2641	97.829	60.3069	46.03	44.7356	10.4554	91.2697	32.1738	4.4164	6.32544	1.70298
GATAD1	513.381666666667	2094.99	504.950666666667	461.479	379.941666666667	498.950666666667	729.682666666667	1525.54	474.599333333333	553.259666666667	351.596666666667
GATAD2A	164.398	283.485	377.799	207.983	287.072	518.445	104.99	343.943	496.752	567.26	183.7
GATC	58.6291	279.066	180.577	75.1207	55.7783	137.63	260.001	225.106	80.743	27.7585	68.3564
GATM	115.542	166.51275	75.52079	101.56825	100.55515	66.57445	145.6425	217.61285	54.25475	91.20072	23.69135
GBA3	137.856	96.2653	65.0752	117.35	17.5568	142.057	186.593	199.023	155.991	26.5942	52.416
GBAP1	55.1036	191.481	199.879	54.5406	343.754	84.6729	58.4912	135.948	241.199	82.1152	88.8918
GBAS	96.7644	866.271	347.336	129.238	197.509	325.218	290.875	901.241	439.291	505.359	269.806
GBE1	2110.46	6581.66	3371.73	1959.93	2449.96	2582.42	1844.01	6531.93	3099.91	4010.88	1654.88
GBF1	240.147	1697.94	433.048	315.028	498.578	531.307	497.577	1605.68	369.434	503.202	310.309
GBP1	23.01955	352.2655	65.56505	101.30995	109.9684	575.4275	44.11985	59.54315	105.2605	26.58005	65.23835
GBP2	3105.95	6437.06	2212.48	1879.31	2473.99	1905.68	930.755	1846.53	1005.62	1058.52	755.668
GBX1	32.0785	68.0021	44.9706	19.0281	25.155	88.127	68.9752	82.7885	24.0536	40.3273	8.9446
GBX2	7.95279	41.1285	17.1054	54.3243	32.5924	72.1617	12.0473	21.8969	3.98289	5.26365	57.5444
GC	10.5995	251.803	11.8083	12.4599	98.5427	171.121	28.4974	244.751	14.1029	120.06	5.1729
GCA	157.209	407.855	142.261	67.547	109.667	84.0779	186.393	368.195	80.1289	213.38	63.3692
GCAT	280.3797	739.163	261.36	188.10765	247.2846	229.606	339.4214	476.11555	216.7728	244.64575	93.38395
GCC1	542.77	1590.84	424.934	376.343	416.163	599.27	746.171	1426.49	565.983	567.581	193.962
GCC2	564.63	1749.99	648.136	541.049	707.581	631.486	506.783	1399.27	690.633	753.55	451.768
GCDH	280.608	939.1195	269.952	284.6655	200.891	353.2595	171.971	352.7395	181.381	238.375	77.4757
GCFC2	79.50735	366.37805	127.533	63.58775	102.73495	92.2039	95.7251	234.55995	174.836	126.8695	84.6531
GCG	7.97841	56.494	8.83867	5.68541	55.0417	40.5705	24.8688	40.4103	11.6929	27.0598	7.3144
GCGR	23.276	78.4798	16.5003	25.4328	24.428	109.667	75.6902	81.8175	31.0631	24.0866	17.0438
GCH1	1847.18	5391.39	2432.17	1511.29	2027.34	1646.32	678.549	1088.63	1047.51	933.944	599.255
GCHFR	263.927	755.351	279.392	218.191	279.38	240.267	360.013	701.374	232.772	219.524	98.7599
GCK	31.2385	144.187	144.555	32.6115	15.122	26.1495	140.998	306.231	37.8717	84.5852	8.12668
GCKR	110.563	447.347	123.056	269.257	109.207	56.9915	100.154	677.184	177.362	57.5739	84.1904
GCLC	177.1845	757.809	211.6815	156.416	231.75	334.851	254.943	608.1195	287.6935	383.7485	129.1065
GCLM	142.377	425.517	96.1723	97.3389	57.9566	558.115	182.661	190.998	215.34	243.778	116.761
GCM1	89.0033	612.13	35.7653	16.9723	8.06097	82.9797	29.1368	176.185	71.595	18.4579	26.4269
GCM2	5.40094	71.4573	5.81159	72.6011	92.3783	17.9913	177.161	14.2561	65.8046	8.29155	49.1638
GCN1L1	378.428	1317.995	308.306	279.8775	331.1585	552.5605	431.7435	1199.85	289.359	436.6145	243.5065
GCNT1	31.8632	106.153	166.643	91.0249	122.305	309.669	251.195	478.239	375.371	256.672	149.813
GCNT2	82.777	202.295	4.64775	77.9104	8.72692	99.6497	44.7036	193.711	17.5291	94.7165	8.4723
GCNT3	49.6024	277.951	74.0741	133.904	24.4192	96.5919	51.5236	262.923	98.2792	122.819	9.43601
GCNT4	73.5515	56.6922	65.9267	131.631	15.9197	215.804	137.129	105.515	78.9698	88.4301	32.9322
GDAP1	107.443	586.291	20.4134	16.9943	12.207	57.9604	144.558	421.71	26.4897	42.2507	14.2181
GDAP1L1	45.721	31.4867	28.6874	39.7576	19.5249	26.2626	47.5192	41.3773	13.4879	32.7691	14.6718
GDAP2	158.703	465.763	129.123	118.336	165.463	249.323	245.732	270.658	190.821	59.6341	67.0913
GDE1	382.849	1245.24	378.182	261.653	196.637	812.565	567.2	1939.73	460.616	734.628	300.861
GDF10	656.179	11228.5	3013.26	1391.1	2172.95	5116.55	5926.19	16796.9	4446.55	6565.66	4364.42
GDF11	48.751	46.0685	52.6575666666667	48.4147	24.3135	95.8936666666667	52.783	138.4823	36.7204333333333	24.224	23.72541
GDF15	100.7312	382.17145	91.564075	63.43487	75.29541	36.2991	127.00365	93.3842	49.1661	36.689	40.33503
GDF2	140.966	167.866	107.874	89.7435	32.417	97.3317	243.167	333.27	32.5496	141.368	68.7251
GDF3	204.453	272.404	139.682	24.8128	238.589	244.036	161.265	186.679	39.2	113.616	54.5689
GDF5	156.535	818.843	314.55	137.055	193.575	794.145	674.274	2266.5	609.371	737.434	452.56
GDF9	379.237	527.985	216.321	121.221	174.088	492.403	472.743	466.433	348.548	334.089	137.683
GDI1	1775.66	5645.88	2063.6	1827.88	2044.66	2184.79	1793.67	5328.98	1644.2	2280.44	1076.31
GDI2	3506.33	11750.15	2929.225	2359.85	2529.09	3476.73	2645.39	7370.13	2734.18	3083.155	1936.585
GDNF	46.3077	57.7068	39.3189	27.9704	41.4808	142.386	52.3274	24.5352	26.8093	100.845	53.89
GDPD2	77.7604	204.688	66.4312	44.2417	46.4671	127.782	92.2891	211.087	53.3407	39.4784	34.1433
GDPD3	201.118	482.597	159.153	137.658	146.039	185.639	286.707	409.319	187.498	293.841	149.445
GDPD5	144.1004	483.965	283.108	261.7845	202.7355	180.4127	85.7507	637.485	239.7	410.9335	186.839
GEM	1365.98	5368.15	2373.46	821.351	1482.57	4254.95	3055.12	7299.02	3472.66	3806.54	1579.39
GEMIN2	277.66575	741.799875	200.64435	180.37635	199.646525	379.56	284.3373	815.8035	236.718975	321.60145	184.12705
GEMIN4	309.083	1138.456	304.2	187.803	267.4705	170.09895	245.3293	511.7868	258.9555	250.1165	31.05495
GEMIN6	43.8868	288.551	92.7061	95.6782	118.285	183.149	17.6875	275.298	149.179	187.671	140.951
GEMIN7	173.732	134.553	130.042	13.7215	40.9282	211.71	294.737	350.52	73.7919	98.5437	12.7614
GEMIN8	133.929	435.812	82.6009	185.182	98.2941	161.667	306.03	292.759	89.5842	137.856	20.708
GFAP	38.7531	410.37	63.6666	12.9792	69.2614	78.453	42.7959	212.189	49.1874	37.5718	17.0786
GFER	92.762	216.4032	49.74645	71.39345	97.13995	94.6743	162.5362	266.78445	57.2198	123.086	33.9308
GFI1	10.7542	64.0781	11.8057	12.4322	14.3943	31.952	20.4084	91.5104	20.1196	24.7843	16.2062
GFI1B	50.083	46.6654	51.2379	64.3232	19.4001	86.2858	105.354	61.1971	6.92512	20.0632	16.4573
GFM1	19.1179	38.9893	91.6826	81.533	70.1427	179.029	44.1049	302.977	60.1668	110.333	12.4824
GFOD1	529.096	2369.38	397.175	355.268	688.955	807.319	960.634	1405.19	495.832	658.058	265.315
GFOD2	161.3812	288.6855	80.9515	31.7576	81.76	168.6883	201.237	340.6015	65.80235	198.4305	55.88345
GFPT1	856.95	3283.455	964.498	651.5695	710.611	995.1075	790.722	2704.69	906.6035	1147.66	555.691
GFPT2	985.27	3026.25	1027.13	822.407	1125.7	1718.08	1182.65	3918.01	835.638	1322.08	665.063
GFRA1	96.2467	114.938	27.5744	80.3767	92.5601	8.45755	196.236	228.653	3.50641	14.2131	2.70547
GFRA2	58.7193	133.628	121.79905	54.73125	89.91815	108.24635	194.4425	354.5165	133.62895	252.777	54.68444
GFRA3	33.0179	426.76	47.6789	35.3293	22.9766	189.28	77.2075	80.2022	36.8914	193.53	57.9767
GFRA4	30.6953	80.0026	14.0826	20.0641	14.9244	48.5539	41.447	79.8221	23.479	26.193	20.2793
GGA1	958.61245	3306.7381	890.5519	771.689	831.977025	1025.51425	918.277525	2891.4	787.381	1017.084475	456.15175
GGA2	275.5335375	1134.6455	329.87255	206.27175	302.8787875	290.9789875	281.123	682.815	223.3445	243.2599125	152.7423925
GGA3	330.314	762.8	298.0675	257.517	294.887	496.0025	475.232	1009.5045	228.8975	344.3015	227.114
GGCT	499.911	1347.31	687.245	400.184	603.983	462.482	689.167	1093.75	498.44	726.8	357.145
GGCX	110.46495	536.23125	155.348	136.625425	145.80725	258.858	262.83875	656.0875	198.74975	329.73075	138.4353
GGH	114.925	412.823	146.308	82.881	197.341	299.481	239.645	546.492	128.226	334.746	76.7251
GGNBP2	1011.04	3504.06	1180.49	727.957	948.717	994.514	549.603	1870.15	800.334	1130.08	528.132
GGPS1	374.7765	1249.7725	387.16765	355.0085	302.149	545.0305	505.46	1092.355	384.74385	486.7075	339.6565
GGT5	50.3837	84.2286	9.55336	36.2234	12.0253	53.5063	43.8234	63.0129	29.5905	32.3	21.9988
GGTLC1	112.885	711.333	213.001	308.756	238.913	560.571	723.206	699.053	237.155	280.94	141.9
GGTLC2	54.9883	98.0978	27.8203	44.0403	13.2968	96.1269	66.5395	153.66	39.0741	34.931	56.3213
GH1	88.10895	198.7235	87.898475	40.089175	59.51705	59.5423	122.55555	217.993775	53.0504	139.87625	103.98285
GH2	35.6321	163.4389	14.6526	13.102265	45.2183	43.23545	94.4177	153.50225	24.92715	50.187	7.86043
GHITM	2802.935	8367.405	2590.5	1801.845	2273.235	2804.49	1855.945	4588.91	2054.58	2048.955	1439.82
GHR	533.917	2728.53	1109.97	596.815	873.505	574.242	715.188	2228.81	618.553	1074.05	688.209
GHRH	70.257	418.727	60.0715	124.482	45.1545	96.8412	143.21	25.0518	9.49768	90.9513	50.0611
GHRHR	84.8021666666667	186.535333333333	83.1086333333333	41.2314666666667	72.9052333333333	197.284333333333	59.3229666666667	301.681666666667	52.0664666666667	124.221266666667	34.6676
GHSR	13.0003	24.8053	16.7708	9.15889	6.66142	35.0599	23.4751	47.365	17.8599	18.8404	12.943
GID4	92.4718	309.013	164.849	78.2446	92.6742	26.918	206.044	467.232	52.652	154.227	102.787
GID8	1385.63	3246.15	1385.47	895.395	1152.65	1013.88	1128.62	2061.42	758.324	1174.07	491.086
GIF	60.1889	184.066	55.895	8.75025	8.84626	223.136	211.403	48.7528	98.4383	77.1188	98.5574
GIGYF2	447.607	1870.365	428.609	360.8075	379.0065	653.735	468.9315	1574.82	483.9735	561.5545	341.112
GIMAP4	17.5563	54.9199	99.9226	6.34778	12.3875	29.3694	74.3252	53.4241	37.5928	20.8532	12.4337
GIMAP6	19.567	99.2533	7.3962	21.6099	19.7251	86.0672	4.48291	57.167	4.86555	26.617	3.57899
GIN1	230.157	661.978	368.276	170.837	181.075	83.6347	235.943	547.557	149.259	249.671	119.813
GINS1	7.42331	23.2767	49.9918	7.21966	17.4574	140.142	18.7378	124.373	35.7938	93.8322	37.8078
GINS2	13.9282	37.0229	10.2709	15.1734	10.5357	30.0408	15.9628	27.8075	12.2955	13.6628	68.3383
GINS3	50.29564	218.4226	20.72545	24.988345	106.53745	356.57	236.295	529.4665	181.1831	234.543	105.8126
GINS4	26.1878	106.646	71.1014	22.581	45.2261	36.0189	65.9072	113.398	102.45	87.6781	140.249
GIP	54.1933	115.56	68.0711	11.1523	13.5373	70.939	54.9648	90.953	18.178	26.9625	42.5089
GIPC1	217.668	1052.7	229.097	123.97	228.437	456.678	418.425	778.117	516.522	566.221	208.026
GIPC2	80.3799	121.077	68.0223	67.2721	39.1858	111.237	11.5263	136.314	21.1018	26.4235	30.5296
GIPR	147.811	132.514	47.8691	16.3526	106.697	32.392	13.6817	81.415	9.05265	7.86916	52.6454
GIT1	491.602	618.519	305.324	98.1041	300.024	628.476	727.562	1002.5	628.797	1149.95	370.729
GIT2	27.2755	82.38835	18.81965	12.388905	19.7275	42.0334	37.2739	67.653	112.44385	25.2418	11.7207
GJA1	888.287	2805.53	1405.66	1220.1	1187.51	2630.77	1605.81	5637.9	3179.52	3616.13	1234.85
GJA3	12.9583	31.305	14.9378	25.5009	19.293	61.2715	14.9376	28.58	13.0349	19.2257	7.15833
GJA4	70.92325	346.3565	32.9382	47.3318	48.39345	45.65675	80.89895	169.15445	29.46085	79.88835	15.19661
GJA5	46.7586	259.692	18.8816	33.0718	18.4693	78.0079	143.065	333.995	105.713	43.7663	19.6632
GJA8	21.8593	74.345	16.1312	17.1128	12.5629	60.2777	119.409	54.9691	45.8778	25.5745	16.1659
GJB1	198.843	248.706	143.611	111.133	93.1236	141.366	279.762	539.283	181.971	150.227	75.18
GJB3	153.276333333333	367.986666666667	90.0341333333333	43.0708433333333	143.404333333333	210.388333333333	217.321566666667	311.657333333333	59.2088	141.9584	90.5233333333333
GJB4	36.8592	152.173	49.5364	122.171	94.128	98.9122	148.079	124.342	50.7079	70.3911	39.2915
GJB5	21.3403	41.7324	34.7438	65.8527	13.0601	103.01	66.7268	82.7785	8.84894	22.0662	19.7662
GJC1	35.2115	226.26	15.3899	31.3492	98.7633	46.6313	216.579	53.3066	113.56	195.833	60.9149
GJC2	75.6989	128.1331	41.62225	61.58915	70.01155	215.04125	62.6975	137.2285	65.50435	66.311	65.81025
GJD2	172.691	226.244	240.443	229.875	299.44	456.87	376.804	701.968	170.151	291.064	128.395
GK	67.048625	167.5979	48.226925	38.99366	41.684875	76.749575	69.425375	138.289325	72.9402	79.31345	12.32231
GK2	27.1822	249.378	68.1947	131.843	160.535	98.2739	118.363	458.463	147.363	199.001	121.072
GK3P	19.5429	313.011	22.0619	16.1196	41.0876	143.002	36.553	82.2199	20.6496	16.161	112.454
GKN1	42.6492	181.42	24.3493	62.6717	91.2188	18.6102	72.5532	259.326	12.4951	24.2194	75.0526
GLA	267.903	917.871	295.887	498.973	423.835	566.903	443.551	1407.71	457.358	464.108	357.804
GLB1L	323.576	732.735	298.403	282.271	286.34	509.987	456.221	929.334	91.0581	341.258	88.5169
GLB1L2	319.23	1241.67	427.004	295.737	257.561	603.05	385.992	1052.6	299.375	505.474	167.902
GLCE	105.205	265.869	72.9642	22.8045	63.4594	112.34	72.0556	213.889	43.3843	113.217	47.0986
GLDC	41.7651	503.389	166.168	12.8282	73.4232	238.903	141.196	398.088	82.6068	139.594	71.0323
GLE1	154.18095	570.672	112.01705	132.68025	121.92245	295.097	303.04535	486.72305	159.2668	125.76955	112.35005
GLG1	1299.831	4846.88666666667	1251.03666666667	1082.941	1223.13	1477.95633333333	2017.22666666667	4205.36666666667	1075.54366666667	1470.815	793.629666666667
GLI1	40.8201	409.275	101.292	99.1363	177.744	191.41	107.597	135.23	90.2387	208.071	87.3418
GLI2	107.84265	444.8925	123.67275	107.7754	77.64955	275.5425	254.14	410.4895	128.0895	216.354	72.897795
GLI3	891.453	2936.89	804.945	664.1	631.251	3681.25	3186.05	4938.32	1562.98	2414.92	1545.45
GLIPR1	340.879666666667	1418.49533333333	383.591666666667	238.049333333333	214.685333333333	1375.57366666667	1001.525	2718.87666666667	738.482333333333	1075.18433333333	511.376666666667
GLMN	173.551	431.663	131.779	153.455	144.835	61.5579	168.381	106.756	98.422	132.587	49.7933
GLO1	1947.81	5840.21	1700.16	1009.42	1598.23	2534.12	2172.25	4456.69	1733.6	2050.31	1281.46
GLOD4	448.675	1632.85	560.458	373.827	450.919	739.507	612.18	2188.41	649.326	598.727	287.876
GLP1R	83.75904	283.24706	47.30906	55.542296	54.06808	173.2743	90.34508	235.74712	89.43732	98.393994	50.336242
GLP2R	28.4568	44.6255	13.8315	9.03564	11.301	120.033	34.9007	28.2358	101.163	13.5957	9.3777
GLRA1	151.053	304.115	76.7564	69.4978	9.20116	222.23	116.659	302.81	42.4727	52.0713	104.723
GLRA2	381.072	834.177	163.209	301.673	107.723	142.057	302.147	513.972	33.2896	197.08	202.137
GLRA3	73.14064	129.817933333333	23.0214633333333	15.9290233333333	24.6749666666667	65.4429533333333	96.7800333333333	116.050666666667	35.5555	28.5083666666667	47.8813
GLRB	67.36435	122.90805	78.52845	65.679625	80.28455	203.8915	204.864	420.305	113.33325	143.0278	73.43918
GLRX	5391.79	13185.7	6339.46	5912.13	6420.925	1126.76	1092.515	1709.285	1333.2255	1219.245	684.3525
GLRX2	238.274	745.869	582.215	262.603	312.556	267.212	320.67	680.652	436.927	573.362	271.802
GLRX3	259.262	1000.829	293.962	221.501333333333	193.964966666667	532.780033333333	392.905333333333	1029.40666666667	357.130333333333	359.566333333333	244.681433333333
GLRX5	224.425	239.412	168.37	235.542	95.9197	414.933	388.34	934.542	389.212	131.497	189.993
GLS	386.0706	1484.3896	429.5562	302.30444	410.7009	667.8506	600.8754	1726.6342	606.10406	699.79816	374.1798
GLS2	19.69	105.751	27.9266	101.221	24.405	244.466	368.898	122.151	76.6701	51.6134	21.8762
GLT8D1	355.2055	1022.975	456.1735	315.062	408.526	698.6	349.539	1148.82	440.1115	627.086	313.179
GLT8D2	464.331	4172.94	1182.43	835.324	957.575	2001.56	2007.63	6286.72	2146.8	2690.96	1588.05
GLTP	294.929	878.463	337.973	223.624	175.219	774.726	425.506	1171.88	488.76	406.786	248.273
GLTSCR1	207.696	460.841	221.244	114.406	183.256	277.291	395.934	205.909	320.856	408.274	86.5159
GLTSCR1L	194.9115	762.9735	284.541	178.8955	269.7925	362.991	354.335	926.9185	382.605	450.64	252.818
GLUD1	439.179	3158.545	860.773	468.1425	660.2825	775.968	665.5815	2651.66	906.836	1026.117	612.285
GLUD2	214.07675	1202.59975	374.107975	169.65298	170.677385	330.16385	269.067	832.406	400.09495	461.77985	238.06365
GLUL	5041.33666666667	13081.7333333333	7478.91333333333	6483.86666666667	6672.91666666667	1782.63233333333	1373.59666666667	3387.13666666667	2299.07333333333	1820.646	896.341666666667
GLYAT	103.21645	355.98375	85.29285	66.0542	98.5399	103.89025	190.0989	328.04575	73.90775	129.1577	60.685795
GLYR1	206.573966666667	791.642333333333	211.175666666667	238.118666666667	164.5952	381.028	302.038866666667	800.650666666667	270.646666666667	261.860666666667	159.1941
GM2A	57.9061333333333	356.469616666667	130.31935	103.001856666667	64.0802333333333	180.685966666667	321.682983333333	593.353333333333	201.05645	281.534483333333	96.5294666666667
GMCL1	303.153	823.736	321.075	222.053	236.878	422.228	234.957	1023.99	367.923	530.257	161.072
GMDS	413.709	1054.3725	471.7595	354.902	528.578	542.1945	617.8175	1330.11	556.022	930.278	435.9915
GMEB1	43.9381	142.976	38.7148	36.7424	29.137	83.567	65.9081	126.935	92.3307	69.1702	39.3771
GMEB2	581.5665	1656.87	564.9235	447.0335	672.0785	483.0475	554.467	974.8445	391.655	612.135	298.984
GMFB	394.613	1041.867	415.1825	290.4255	423.2462	468.865	460.69575	1266.689	569.605	760.218	409.026
GMFG	93.4019	58.3735	26.6885	26.8683	66.7537	51.6884	222.592	53.1708	50.7849	31.5923	13.9664
GMIP	24.7282	204.935	19.7157	25.6514	153.291	75.9888	70.4606	432.62	44.5724	294.928	30.6427
GML	311.06	458.685	77.1898	107.305	232.23	315.32	276.643	501.962	195.339	150.472	102.04
GMNN	396.472	1118.71	606.344	459.175	713.547	208.198	176.016	469.83	211.516	179.62	107.592
GMPPA	253.489	934.484	197.381	367.789	315.859	245.24	286.389	1202.76	190.516	438.8	155.792
GMPR	198.255	611.68	77.8435	205.673	130.992	246.107	191.336	493.415	154.677	129.148	52.6646
GMPR2	1200.66	3529.93	1032.73	846.082	899.993	857.931	801.373	1850.59	594.3	860.155	492.87
GMPS	498.69	1236.84	465.908	204.353	223.437	448.629	655.625	1054.1	291.14	410.603	197.836
GNA11	477.487833333333	1746.39833333333	546.889	439.83155	532.333833333333	721.077166666667	819.502833333333	1613.926	605.570666666667	735.603666666667	433.036166666667
GNA12	160.174	698.926	203.622	148.24	156.121	365.56	556.324	564.591	358.411	156.488	96.4362
GNA13	27.8113	551.836	121.361	32.1962	12.3271	150.042	302.039	672.378	139.646	203.319	50.8442
GNA14	132.415	347.128	14.7335	43.9233	163.938	208.274	117.305	553.754	36.5925	62.9084	46.7428
GNA15	21.2212	220.866	56.7509	13.1132	116.007	48.8274	153.567	420.456	123.195	14.9635	74.069
GNAI1	67.1442	231.255	126.585	58.7742	102.08	31.2434	74.1261	237.062	50.348	135.043	41.6861
GNAI2	581.315	3262.35	1122.64	575.314	674.678	1819.38	996.809	2331.36	541.612	779.398	367.209
GNAI3	534.834666666667	1758.72833333333	660.609666666667	405.793	544.6764	723.288	636.799	1580.812	534.893666666667	726.931666666667	342.838666666667
GNAL	96.006775	427.966	31.1307825	62.64975	94.574425	120.721725	140.33499	380.7625	126.293875	100.31529	82.86975
GNAO1	105.282866666667	97.1112333333333	64.0835566666667	50.8688333333333	34.526	179.972	205.159733333333	194.434733333333	51.2691	97.2256466666667	51.3486333333333
GNAQ	500.8675	1597.91	487.587	282.761	395.689	747.3535	694.8215	1698.385	543.209	637.51	407.0165
GNAS	5897.10992222222	15453.8377	7152.10648555556	4873.46079666667	6463.71187777778	7420.73452222222	7807.13074444444	15416.9897111111	6329.38923333333	7836.14186666667	5156.47418333333
GNAT1	14.29065	61.62995	17.4263	19.75735	21.24935	53.97055	50.4268	73.3034	51.1511	21.0047	9.39178
GNAT2	35.5221	57.4452	9.89432	16.8228	17.8615	34.0482	23.632	69.8592	6.10642	9.62438	10.7815
GNAT3	68.677	205.066	8.11302	109.156	53.1825	204.459	60.1395	162.997	110.552	147.772	45.2873
