"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"COL6A21",9.9840250401336e-174,0.779947264551831,0.999,0.859,2.13827864284541e-169,"3","COL6A2"
"SPON21",5.05556375847698e-170,0.879309565849292,0.613,0.251,1.08275009015302e-165,"3","SPON2"
"C1S1",7.21548588691057e-168,0.743479182935791,0.994,0.815,1.54534061239964e-163,"3","C1S"
"ANXA2",1.39280990605904e-166,0.571776584871678,1,0.989,2.98298097580665e-162,"3","ANXA2"
"ITM2C1",5.79131062656389e-165,0.919728682579349,0.764,0.433,1.24032499689119e-160,"3","ITM2C"
"MXRA81",1.03018451710934e-164,0.899976106646927,0.874,0.594,2.20634618029307e-160,"3","MXRA8"
"MYL91",1.59833197785237e-163,0.671855163248227,0.913,0.634,3.42314759696642e-159,"3","MYL9"
"CST3",1.32823223070216e-160,0.576153154265159,1,0.991,2.84467496849482e-156,"3","CST3"
"DDAH2",4.94727121627351e-157,0.691298548512225,0.933,0.765,1.0595570763893e-152,"3","DDAH2"
"ADIRF",2.01683909667412e-155,0.735713160447252,0.994,0.886,4.31946429334696e-151,"3","ADIRF"
"ECM1",3.44654568586518e-155,0.77862012129255,0.833,0.556,7.38146689541745e-151,"3","ECM1"
"COL1A11",1.21697942789558e-153,0.731455510103482,0.946,0.675,2.60640484072397e-149,"3","COL1A1"
"FBLN11",8.76993434687449e-153,0.839636320227698,0.591,0.249,1.87825683907011e-148,"3","FBLN1"
"PODN1",4.69386778800774e-150,0.707327096692219,0.471,0.161,1.00528566415762e-145,"3","PODN"
"CNN31",1.75426721947857e-149,0.711681889996103,0.915,0.668,3.75711410395726e-145,"3","CNN3"
"GPNMB1",2.31081677307645e-149,0.866756480069936,0.919,0.686,4.94907628289783e-145,"3","GPNMB"
"PLTP1",3.16999601634177e-149,0.902486677506193,0.922,0.678,6.78918046819918e-145,"3","PLTP"
"COL6A1",7.98308616862646e-148,0.68738488024339,0.987,0.808,1.70973756473473e-143,"3","COL6A1"
"COL1A21",1.4034802513425e-146,0.73677250653426,0.999,0.867,3.00583365430023e-142,"3","COL1A2"
"ECM21",4.4017220498115e-146,0.717138513877323,0.783,0.466,9.4271681140813e-142,"3","ECM2"
"SMOC21",3.89548485268521e-144,0.814242252144631,0.654,0.334,8.34295990899591e-140,"3","SMOC2"
"CCDC801",3.49398919976825e-140,0.811299438174446,0.985,0.811,7.48307666914366e-136,"3","CCDC80"
"LHFP1",3.65926123520161e-139,0.777416977782682,0.892,0.63,7.83703978743129e-135,"3","LHFP"
"THBS31",1.77990365586243e-137,0.70606405931662,0.768,0.491,3.81201965976056e-133,"3","THBS3"
"CPQ1",1.1278737065051e-136,0.680073252386866,0.871,0.652,2.41556711722197e-132,"3","CPQ"
"S100A131",9.19336124561118e-135,0.701627495771341,0.95,0.789,1.96894217797255e-130,"3","S100A13"
"NOV",1.48404688778296e-133,0.969481188637924,0.458,0.175,3.17838321956477e-129,"3","NOV"
"PTGIS",3.37280781956126e-133,0.419255814973355,0.283,0.069,7.22354250715435e-129,"3","PTGIS"
"TUBA1A1",4.81984118420586e-133,0.797469803627365,0.927,0.79,1.03226538642137e-128,"3","TUBA1A"
"DKK31",8.0580135616755e-131,0.875014084913532,0.828,0.537,1.72578476450404e-126,"3","DKK3"
"LUM1",3.44951087491414e-130,0.641748745575548,1,0.937,7.38781744080361e-126,"3","LUM"
"PTRF",5.34558254874865e-130,0.640959859361883,0.95,0.791,1.1448634144655e-125,"3","PTRF"
"LGALS31",1.6791599300441e-129,0.517148548843624,0.999,0.974,3.59625682217544e-125,"3","LGALS3"
"CD99",1.86746260619828e-129,0.518716538590739,0.995,0.967,3.99954466369485e-125,"3","CD99"
"CTSK1",1.69670000612915e-126,0.738253447929073,0.891,0.683,3.63382240312681e-122,"3","CTSK"
"C1QTNF2",1.85098763679394e-126,0.634055941293035,0.572,0.273,3.96426022172158e-122,"3","C1QTNF2"
"DBN1",1.67689530873238e-125,0.7579493168569,0.526,0.253,3.59140668271213e-121,"3","DBN1"
"AEBP11",1.2529061513649e-123,0.774213733143169,0.845,0.54,2.6833491043782e-119,"3","AEBP1"
"CYBRD11",2.60099041529272e-121,0.662154512647955,0.861,0.657,5.57054117243242e-117,"3","CYBRD1"
"CD34",3.44786591441636e-119,0.432314614731315,0.346,0.106,7.38429442890552e-115,"3","CD34"
"EID11",7.31873368027805e-119,0.496787520429554,0.989,0.909,1.56745319230515e-114,"3","EID1"
"RARRES11",1.75100442638753e-114,0.816934348044912,0.39,0.14,3.75012617999418e-110,"3","RARRES1"
"ANGPTL11",5.90024915532358e-114,0.756945743880004,0.78,0.526,1.26365636159565e-109,"3","ANGPTL1"
"ANXA4",4.4335542856146e-113,0.623445330722605,0.907,0.73,9.49534321350079e-109,"3","ANXA4"
"ELN",1.0023550782011e-111,0.727299418233669,0.623,0.344,2.14674387098329e-107,"3","ELN"
"OLFML31",1.63705832879865e-110,0.572167743913502,0.576,0.271,3.50608782278807e-106,"3","OLFML3"
"CD2481",2.4928588383375e-110,0.669552513108177,0.493,0.227,5.33895577406742e-106,"3","CD248"
"PRSS231",4.71199429183355e-110,0.75716061340602,0.944,0.755,1.00916781748199e-105,"3","PRSS23"
"MAP1B1",1.20523911169801e-105,0.479776480167842,0.544,0.248,2.58126060552362e-101,"3","MAP1B"
"TNXB2",3.77181317948201e-105,0.746353880650671,0.92,0.725,8.07809228649662e-101,"3","TNXB"
"AKR1C2",8.41131484524131e-105,0.663889852393873,0.798,0.54,1.80145130040533e-100,"3","AKR1C2"
"PRRX1",3.31741070103136e-104,0.600987085186552,0.874,0.65,7.10489849839886e-100,"3","PRRX1"
"VIM",2.40265278372147e-102,0.452876220169689,1,1,5.14576146689627e-98,"3","VIM"
"ACTB",3.04938251693985e-102,0.405919372845902,1,0.999,6.53086253653007e-98,"3","ACTB"
"COMP1",3.71459323481324e-102,0.911466045101362,0.947,0.775,7.95554433099951e-98,"3","COMP"
"PDGFRB1",1.98229665378974e-101,0.577121313128092,0.646,0.369,4.2454847434215e-97,"3","PDGFRB"
"ANK2",9.68947270506139e-101,0.520491578587392,0.567,0.301,2.075194369243e-96,"3","ANK2"
"COL3A1",4.60252839573555e-100,0.826012097656068,0.943,0.742,9.85723506514682e-96,"3","COL3A1"
"CTHRC11",5.57214434593719e-100,0.684045872217871,0.399,0.158,1.19338615456937e-95,"3","CTHRC1"
"SDC2",2.06645675533586e-98,0.654179171845566,0.939,0.77,4.42573043290282e-94,"3","SDC2"
"ANGPTL21",4.7195559578532e-98,0.577725008023417,0.974,0.801,1.01078729949342e-93,"3","ANGPTL2"
"S100A10",8.21436894107363e-98,0.448748682227194,1,0.994,1.75927139610974e-93,"3","S100A10"
"LAPTM4A2",2.83849995834316e-96,0.466928313300103,0.996,0.955,6.07921536078354e-92,"3","LAPTM4A"
"ITGA11",1.23967156919156e-95,0.348583688469357,0.288,0.093,2.65500459973756e-91,"3","ITGA11"
"SERPINH11",5.90892042744068e-92,0.582725025906385,0.796,0.587,1.26551348794497e-87,"3","SERPINH1"
"ARL6IP5",3.96324814611743e-91,0.477725796943702,0.976,0.895,8.4880885545397e-87,"3","ARL6IP5"
"HMCN1",1.80369221237578e-89,0.378982732145337,0.289,0.098,3.86296761124521e-85,"3","HMCN1"
"TSHZ21",4.84595741102144e-89,0.542967238245285,0.725,0.463,1.03785869871846e-84,"3","TSHZ2"
"TPM11",9.07476650706716e-89,0.509201195078281,0.67,0.411,1.94354274281857e-84,"3","TPM1"
"AKAP121",1.80649882881466e-88,0.508612532016338,0.434,0.191,3.86897854167237e-84,"3","AKAP12"
"MYADM",1.38700066195075e-87,0.547766185178442,0.931,0.818,2.97053931769992e-83,"3","MYADM"
"MAP1A1",7.61885349682913e-87,0.534313195409918,0.793,0.55,1.6317298534159e-82,"3","MAP1A"
"GALNT151",9.6902823091644e-87,0.60856630768612,0.598,0.353,2.07536776215374e-82,"3","GALNT15"
"FKBP91",2.16191863383469e-85,0.550100663740928,0.628,0.397,4.63018113808376e-81,"3","FKBP9"
"PLXDC1",7.00347054528391e-85,0.465285485028497,0.507,0.258,1.49993328668346e-80,"3","PLXDC1"
"TMSB4X",2.16885139585231e-83,0.462480527586313,1,1,4.64502903449689e-79,"3","TMSB4X"
"NFIX",3.12222989478183e-83,0.504277521757522,0.62,0.384,6.68687976565426e-79,"3","NFIX"
"TUBB1",4.9361614767281e-83,0.494252695710224,0.917,0.838,1.05717770347086e-78,"3","TUBB"
"S100A61",6.94747096631556e-83,0.358374290091584,1,0.999,1.4879398568558e-78,"3","S100A6"
"C1orf211",1.27663587341e-82,0.498310779768843,0.685,0.456,2.7341710500822e-78,"3","C1orf21"
"NFIC",1.90602146580478e-82,0.502647601455453,0.902,0.758,4.0821261733141e-78,"3","NFIC"
"CFD1",2.5921063866911e-82,1.05026752638055,0.924,0.842,5.55151424837633e-78,"3","CFD"
"LMNA",9.20149860595816e-81,0.38951682670365,0.998,0.988,1.97068495643806e-76,"3","LMNA"
"TMEM1191",1.18404188888665e-80,0.419831985108809,0.359,0.147,2.53586251342855e-76,"3","TMEM119"
"ABI3BP1",1.23055711090237e-80,0.595683686794623,0.883,0.689,2.63548416441962e-76,"3","ABI3BP"
"SCARA51",3.82112266330497e-79,0.648844612308596,0.636,0.399,8.18369840800026e-75,"3","SCARA5"
"MFGE81",7.25193307013683e-79,0.544589904650794,0.876,0.663,1.5531465056312e-74,"3","MFGE8"
"LTBP4",1.71192651543281e-78,0.640477461158191,0.648,0.417,3.66643301810244e-74,"3","LTBP4"
"MGST11",2.72753734040582e-78,0.538348820878606,0.738,0.509,5.84156672194715e-74,"3","MGST1"
"AKR1C31",6.8593452292371e-78,0.458220890735902,0.58,0.326,1.46906596774571e-73,"3","AKR1C3"
"CYB5R31",1.84532103592988e-77,0.460694249289829,0.964,0.845,3.95212406265102e-73,"3","CYB5R3"
"A4GALT",1.10723251550156e-76,0.484199457311876,0.6,0.371,2.37135987844968e-72,"3","A4GALT"
"RNH1",4.18092579816303e-76,0.427041082724233,0.935,0.849,8.95428878192576e-72,"3","RNH1"
"PPIC",1.54066607310205e-74,0.484446450479401,0.902,0.749,3.29964452876265e-70,"3","PPIC"
"ISLR1",2.2156191009512e-74,0.472646720844926,0.919,0.707,4.74519142850717e-70,"3","ISLR"
"PRKCDBP1",6.86197068536366e-74,0.462151586453801,0.923,0.771,1.46962826168434e-69,"3","PRKCDBP"
"AQP11",3.45408438114344e-73,0.52141385863895,0.949,0.773,7.3976125190949e-69,"3","AQP1"
"TAGLN1",4.61650069916691e-73,0.307985230318061,0.633,0.39,9.88715954740577e-69,"3","TAGLN"
"SGCE1",6.74189431806806e-72,0.492475824727295,0.497,0.27,1.44391150610064e-67,"3","SGCE"
"SSPN1",9.7792396490744e-72,0.461249777682495,0.729,0.511,2.09441975564227e-67,"3","SSPN"
"ANXA1",1.2954459640717e-71,0.320951919050339,0.998,0.987,2.77445662125235e-67,"3","ANXA1"
"LRRN4CL1",3.39688120720079e-71,0.463817347062183,0.56,0.342,7.27510048146192e-67,"3","LRRN4CL"
"MGST3",4.19247066969635e-71,0.378871105937248,0.979,0.92,8.97901443328867e-67,"3","MGST3"
"SRPX1",8.57823248145695e-71,0.417873266392636,0.453,0.219,1.83720005055363e-66,"3","SRPX"
"PLS3",1.09511050637717e-70,0.509217006523235,0.738,0.543,2.34539817150799e-66,"3","PLS3"
"LSP1",1.09895797638053e-70,0.461486692404364,0.876,0.692,2.35363829801418e-66,"3","LSP1"
"DHRS31",1.14623243199167e-70,0.465011553919748,0.403,0.196,2.45488599959656e-66,"3","DHRS3"
"EPDR1",2.66691473463596e-69,0.387724231184843,0.367,0.17,5.71173128716983e-65,"3","EPDR1"
"SPARC",3.31984123473508e-69,0.503642360516827,0.966,0.829,7.11010397243211e-65,"3","SPARC"
"AKR1C11",5.11532758959168e-69,0.470197790342722,0.798,0.592,1.09554970986285e-64,"3","AKR1C1"
"TSPAN41",9.78803074207148e-69,0.492653306850873,0.793,0.623,2.09630254402945e-64,"3","TSPAN4"
"PCOLCE1",1.61931517528445e-68,0.430531882537017,0.99,0.821,3.4680873109067e-64,"3","PCOLCE"
"FAM114A1",4.3056381395412e-68,0.448496490179367,0.809,0.607,9.22138520345539e-64,"3","FAM114A1"
"CKB",2.25911090888691e-67,0.631480600668413,0.445,0.24,4.8383378335631e-63,"3","CKB"
"FEZ11",2.84182631130495e-66,0.313947092412136,0.344,0.151,6.08633941092181e-62,"3","FEZ1"
"GAP43",5.58456530407287e-66,0.454416528145169,0.324,0.141,1.19604635117329e-61,"3","GAP43"
"LTBP2",1.09908768953709e-65,0.672251633277822,0.556,0.345,2.35391610468158e-61,"3","LTBP2"
"SLIT31",1.85849187573636e-65,0.330282326415691,0.304,0.125,3.98033205026456e-61,"3","SLIT3"
"PCOLCE22",2.24377061233605e-65,0.685481430583488,0.898,0.685,4.80548352044012e-61,"3","PCOLCE2"
"MYL12B",2.27256806704203e-65,0.360478203995975,0.958,0.924,4.86715902918392e-61,"3","MYL12B"
"RCN3",2.32843174568103e-65,0.438617486563192,0.842,0.654,4.98680226972507e-61,"3","RCN3"
"PMP221",3.83101701786527e-65,0.424212523189244,0.97,0.873,8.20488914716205e-61,"3","PMP22"
"GLIPR2",2.25362141986242e-64,0.482733405512803,0.62,0.423,4.82658099491934e-60,"3","GLIPR2"
"PLA2G2A2",3.20742187246166e-64,0.509199599231486,0.985,0.92,6.86933542425114e-60,"3","PLA2G2A"
"CERCAM",4.75534392834104e-64,0.448070800147802,0.721,0.512,1.0184520091328e-59,"3","CERCAM"
"BGN1",1.09895273487967e-63,0.658911084399139,0.976,0.825,2.35362707229179e-59,"3","BGN"
"OLFML11",1.74587951589423e-63,0.31552893867381,0.298,0.124,3.73915015919067e-59,"3","OLFML1"
"COL6A3",7.22034190226861e-63,0.431510905440269,0.915,0.73,1.54638062520887e-58,"3","COL6A3"
"PTGFRN1",7.99943645219175e-63,0.328354954646839,0.32,0.142,1.71323930496591e-58,"3","PTGFRN"
"NOVA11",9.72126831141141e-63,0.49387403627753,0.573,0.361,2.08200403425498e-58,"3","NOVA1"
"MTRNR2L2",1.17626470851816e-62,0.30308013139552,0.951,0.792,2.51920612623335e-58,"3","MTRNR2L2"
"EMP2",4.03882660217737e-62,0.419596043025321,0.872,0.726,8.64995493388327e-58,"3","EMP2"
"CD70",1.21942362476529e-61,0.392215973139459,0.339,0.154,2.61163957715983e-57,"3","CD70"
"MRGPRF",2.49992659353949e-61,0.461611335059551,0.568,0.368,5.35409278538352e-57,"3","MRGPRF"
"TIMP22",3.54196601631493e-60,0.388838929180869,0.954,0.854,7.5858286171417e-56,"3","TIMP2"
"OSR21",6.41799658051915e-60,0.568911937467759,0.688,0.497,1.37454232764979e-55,"3","OSR2"
"CRISPLD11",9.87976480634187e-60,0.4438835452871,0.569,0.353,2.11594922857424e-55,"3","CRISPLD1"
"ADD31",1.25299042166002e-59,0.438957087109756,0.546,0.348,2.68352958606927e-55,"3","ADD3"
"EFEMP11",2.622379415924e-59,0.309536946169854,0.865,0.63,5.61634999508444e-55,"3","EFEMP1"
"C21",7.28533866943872e-59,0.589927927211494,0.601,0.41,1.56030098283369e-54,"3","C2"
"EMP1",1.48842912776697e-58,0.404546563350441,0.958,0.877,3.18776866293852e-54,"3","EMP1"
"THBS21",1.689274371579e-58,0.379512345371838,0.446,0.246,3.61791892161075e-54,"3","THBS2"
"ABLIM1",3.4836786420144e-58,0.406723279621047,0.45,0.26,7.46099454760223e-54,"3","ABLIM1"
"PDLIM3",1.60386565955365e-57,0.430143270056453,0.734,0.536,3.43499908306606e-53,"3","PDLIM3"
"CD63",5.59463464736793e-57,0.259094166472076,1,0.993,1.19820290242679e-52,"3","CD63"
"SULF1",1.19742712003714e-55,0.416924283545399,0.478,0.291,2.56452966298355e-51,"3","SULF1"
"ANXA5",1.58440609652962e-55,0.346412594065208,0.985,0.955,3.39332253693749e-51,"3","ANXA5"
"NUCKS11",2.41247487863651e-55,0.354396069357987,0.959,0.866,5.16679744757582e-51,"3","NUCKS1"
"C10orf541",3.03536779624969e-55,0.454367943898341,0.812,0.657,6.50084720922796e-51,"3","C10orf54"
"CAB39L",3.28465224792413e-55,0.340646069266547,0.354,0.18,7.03473971937912e-51,"3","CAB39L"
"SERTAD4",8.51398306046386e-55,0.388914212285479,0.348,0.173,1.82343975205954e-50,"3","SERTAD4"
"ANTXR1",9.78269337857936e-55,0.42924087774999,0.576,0.38,2.09515944089034e-50,"3","ANTXR1"
"S100A16",8.21282874700073e-54,0.398702628504346,0.654,0.459,1.75894153274515e-49,"3","S100A16"
"MATN2",8.6545408250805e-54,0.530282393743086,0.457,0.272,1.85354300850749e-49,"3","MATN2"
"RARG",1.24929817028932e-53,0.397381155902362,0.511,0.33,2.67562189130864e-49,"3","RARG"
"CALHM2",1.6205776119614e-53,0.382346606266769,0.55,0.359,3.47079107153773e-49,"3","CALHM2"
"PPIB1",1.73999956020325e-53,0.328372358788187,0.985,0.929,3.72655705808731e-49,"3","PPIB"
"PIK3R1",4.37071562395337e-53,0.428707388668336,0.507,0.321,9.36076165182094e-49,"3","PIK3R1"
"TAX1BP3",5.52410957854718e-53,0.401935486478946,0.698,0.536,1.18309854843745e-48,"3","TAX1BP3"
"ACKR32",8.09337306614912e-53,0.614087668378451,0.681,0.518,1.73335770957716e-48,"3","ACKR3"
"MEOX2",3.00948194904408e-52,0.301870025786409,0.265,0.115,6.44540749026771e-48,"3","MEOX2"
"PPAP2B1",3.72480986814693e-52,0.640233732830332,0.784,0.628,7.97742529461027e-48,"3","PPAP2B"
"RRBP1",5.54755173993306e-52,0.377362281155407,0.915,0.801,1.18811915614146e-47,"3","RRBP1"
"MXRA5",5.8817897503425e-52,0.451149490712029,0.609,0.404,1.25970291083085e-47,"3","MXRA5"
"TMEM981",8.34349032166904e-52,0.363641204014018,0.563,0.372,1.78692532219186e-47,"3","TMEM98"
"RP11-14N7.2",6.13108557832943e-51,0.385240535152809,0.389,0.22,1.31309459831081e-46,"3","RP11-14N7.2"
"SEPT7",1.63443584187554e-50,0.338479608788777,0.924,0.83,3.50047124254485e-46,"3","SEPT7"
"SNX21",1.71501331284958e-49,0.31952232528386,0.351,0.188,3.67304401212995e-45,"3","SNX21"
"RBMS31",2.12196438129772e-49,0.383841719888443,0.458,0.28,4.54461111542532e-45,"3","RBMS3"
"PPFIBP11",1.39362955626522e-48,0.363723666827965,0.551,0.368,2.98473642065322e-44,"3","PPFIBP1"
"ITM2A1",1.9031039962921e-48,0.323627957644949,0.41,0.22,4.07587782885879e-44,"3","ITM2A"
"NPC2",5.92891349960798e-48,0.328510076519522,0.976,0.925,1.26979540421104e-43,"3","NPC2"
"EPHX11",7.79076297479898e-48,0.315549169775603,0.762,0.566,1.6685477063127e-43,"3","EPHX1"
"FXYD11",1.06769639070369e-47,0.377132704721035,0.77,0.606,2.28668535997009e-43,"3","FXYD1"
"EPB41L21",1.15339215826426e-47,0.39815285052995,0.791,0.635,2.47021998535456e-43,"3","EPB41L2"
"TMSB101",1.34920808646646e-46,0.275189040865965,1,0.983,2.88959895878521e-42,"3","TMSB10"
"KDELR2",1.97372771297296e-46,0.361156992603526,0.894,0.787,4.22713264287419e-42,"3","KDELR2"
"TMEM109",2.44590063679924e-46,0.361364537081764,0.693,0.536,5.23838539383294e-42,"3","TMEM109"
"LAMP21",2.94360032926865e-46,0.361523624414244,0.708,0.559,6.30430882519466e-42,"3","LAMP2"
"DPYSL3",4.26055412322885e-46,0.379216756972328,0.606,0.436,9.12482876571923e-42,"3","DPYSL3"
"CYR611",4.4605785887949e-45,0.497854260465326,0.788,0.645,9.55322116362203e-41,"3","CYR61"
"CRYAB2",6.38208643945772e-45,0.324988741650354,0.873,0.686,1.36685145273866e-40,"3","CRYAB"
"PAM",6.51575357377173e-45,0.34999281256336,0.786,0.634,1.39547894289469e-40,"3","PAM"
"FAM3C",1.12037264329757e-44,0.380856707499889,0.76,0.627,2.3995020901504e-40,"3","FAM3C"
"S100A4",1.35274106608673e-44,0.283815224889475,1,0.995,2.89716554123795e-40,"3","S100A4"
"FOS1",1.74678237554875e-44,0.363272390969666,0.98,0.939,3.74108381371275e-40,"3","FOS"
"WASF2",2.74466354654654e-44,0.396874227738098,0.791,0.678,5.87824591763873e-40,"3","WASF2"
"XG",2.90010401720952e-44,0.329582845799481,0.44,0.273,6.21115277365763e-40,"3","XG"
"CD92",1.29180931313323e-43,0.298065248853333,0.993,0.957,2.76666800593744e-39,"3","CD9"
"ADH51",1.40651976750192e-43,0.369058339306583,0.538,0.373,3.01234338605886e-39,"3","ADH5"
"COL8A11",3.8755569927727e-43,0.456445509990738,0.456,0.282,8.30028041142129e-39,"3","COL8A1"
"HCFC1R11",1.03451388153226e-42,0.385824709037652,0.76,0.634,2.21561838007764e-38,"3","HCFC1R1"
"CP1",1.3828983217198e-42,0.25265056603987,0.537,0.326,2.9617533356273e-38,"3","CP"
"EBF11",3.49492574111261e-42,0.342735110386411,0.598,0.417,7.48508245974088e-38,"3","EBF1"
"VAT1",3.88035276770466e-42,0.382099115202341,0.573,0.418,8.31055152259306e-38,"3","VAT1"
"RBP4",7.94588050074121e-42,0.460196201830982,0.269,0.13,1.70176922684375e-37,"3","RBP4"
"ANXA11",1.74143058628352e-41,0.340413626857505,0.742,0.624,3.7296218866434e-37,"3","ANXA11"
"GOLIM4",2.44867985032364e-41,0.382949825435564,0.779,0.66,5.24433763543813e-37,"3","GOLIM4"
"JUN1",4.54505923082429e-41,0.318679283663336,0.949,0.871,9.73415335465638e-37,"3","JUN"
"P4HB1",8.04157155933553e-41,0.284508968486408,0.944,0.846,1.72226338086289e-36,"3","P4HB"
"TGFB1I1",1.84405736489421e-40,0.328541422569911,0.533,0.371,3.94941765839393e-36,"3","TGFB1I1"
"SEPT111",2.00906882831398e-40,0.338446133669782,0.58,0.406,4.30282270960006e-36,"3","SEPT11"
"C12orf75",2.5465212938343e-40,0.264327210086993,0.304,0.157,5.45388465500493e-36,"3","C12orf75"
"PDLIM11",2.63795402385253e-40,0.285768438426314,0.672,0.496,5.64970613288496e-36,"3","PDLIM1"
"SNX91",1.10653471748401e-39,0.376086483986514,0.677,0.552,2.3698654044355e-35,"3","SNX9"
"GLT8D1",1.4367329313867e-39,0.325370455311468,0.554,0.402,3.07705091915089e-35,"3","GLT8D1"
"PIGT",1.69059387850584e-39,0.35563647125851,0.774,0.645,3.62074490959595e-35,"3","PIGT"
"ESD1",2.11509939079222e-39,0.323390885641743,0.811,0.709,4.52990836525969e-35,"3","ESD"
"LRP10",5.29705415333891e-39,0.344995670490908,0.78,0.657,1.13447008802059e-34,"3","LRP10"
"ID31",1.23469803919363e-38,0.329761248906049,0.886,0.737,2.644352790541e-34,"3","ID3"
"CYP27A11",4.16036059272877e-38,0.303380393697046,0.38,0.229,8.91024428144721e-34,"3","CYP27A1"
"AP3S1",4.67471897861522e-38,0.307062085892192,0.847,0.736,1.00118456365002e-33,"3","AP3S1"
"DYNLT1",7.32746362803257e-38,0.343924866093682,0.667,0.529,1.56932288521574e-33,"3","DYNLT1"
"EFEMP21",8.11841347271834e-38,0.313809462942394,0.684,0.539,1.73872061345209e-33,"3","EFEMP2"
"MVP",9.71238668284617e-38,0.316488331332727,0.675,0.533,2.08010185586517e-33,"3","MVP"
"GPX41",1.04502632142019e-37,0.339646212767993,0.966,0.946,2.23813287258562e-33,"3","GPX4"
"AHNAK",1.08093639401643e-37,0.262591446262532,0.954,0.907,2.31504147506499e-33,"3","AHNAK"
"TUBB2B1",1.17335534313675e-37,0.286944459637663,0.463,0.287,2.51297513839599e-33,"3","TUBB2B"
"TMBIM1",1.4709882136274e-37,0.362824880650425,0.703,0.576,3.15041545712579e-33,"3","TMBIM1"
"FAP",1.70375176207125e-37,0.419584774017958,0.55,0.391,3.648925148828e-33,"3","FAP"
"CALU",2.5768381140659e-37,0.321181330908339,0.876,0.759,5.51881418889493e-33,"3","CALU"
"LOX",5.65970553809937e-37,0.250870651406646,0.254,0.125,1.21213913509474e-32,"3","LOX"
"TPPP32",1.13091110148225e-36,0.33674226384486,0.943,0.843,2.42207230604454e-32,"3","TPPP3"
"TMEM237",1.17316863678502e-36,0.281907865231803,0.409,0.262,2.51257526940248e-32,"3","TMEM237"
"SRI1",2.71737566467732e-36,0.302599387586459,0.823,0.71,5.81980346103941e-32,"3","SRI"
"CAPG",5.94008792449876e-36,0.300392925119423,0.787,0.617,1.2721886307899e-31,"3","CAPG"
"ZEB11",8.43310116749684e-36,0.302662682732077,0.482,0.328,1.8061172770428e-31,"3","ZEB1"
"P4HA2",9.28362269300038e-36,0.328140636099696,0.638,0.5,1.98827347215989e-31,"3","P4HA2"
"RAB34",9.75154353228844e-36,0.287091082518874,0.767,0.644,2.08848807831022e-31,"3","RAB34"
"IFITM31",1.06837292440843e-35,0.265740514848681,0.992,0.932,2.28813429220553e-31,"3","IFITM3"
"CCPG11",2.595069078696e-35,0.32059313836069,0.833,0.699,5.55785944584323e-31,"3","CCPG1"
"ATP6AP2",3.52327547997953e-35,0.284238501454077,0.874,0.789,7.54579909547215e-31,"3","ATP6AP2"
"CAPN2",6.79385679303465e-35,0.319683314465559,0.81,0.719,1.45504030936423e-30,"3","CAPN2"
"ISM11",8.26032398309133e-35,0.27269037936785,0.267,0.139,1.76911358745867e-30,"3","ISM1"
"SSC5D",8.61267639228047e-35,0.321478178205909,0.507,0.365,1.84457690293471e-30,"3","SSC5D"
"CTGF2",1.0954281574092e-34,0.683906336298051,0.872,0.745,2.34607848472328e-30,"3","CTGF"
"TGFBR3",1.28521853680475e-34,0.386082435968633,0.536,0.398,2.75255254027473e-30,"3","TGFBR3"
"TTC3",1.57539375595424e-34,0.33121025032804,0.762,0.631,3.3740208071272e-30,"3","TTC3"
"REXO22",5.71527970256544e-34,0.276367486069804,0.922,0.803,1.22404145389844e-29,"3","REXO2"
"PDGFD1",6.36511162978715e-34,0.332579356584867,0.476,0.326,1.36321595775151e-29,"3","PDGFD"
"RHOA",9.94020591060511e-34,0.256801874685164,0.963,0.949,2.1288938998743e-29,"3","RHOA"
"TPM4",1.26787041549369e-33,0.332160848135647,0.881,0.813,2.71539806886283e-29,"3","TPM4"
"SLC39A1",1.44061788890586e-33,0.29800685756379,0.693,0.578,3.08537133266967e-29,"3","SLC39A1"
"PDLIM21",1.77323597747702e-33,0.30273072307049,0.64,0.501,3.79773949296254e-29,"3","PDLIM2"
"PLEKHA51",2.37590841478421e-33,0.273613681228116,0.324,0.185,5.08848305194335e-29,"3","PLEKHA5"
"RP11-572C15.61",4.12607497001975e-33,0.394905966005106,0.559,0.407,8.8368147632913e-29,"3","RP11-572C15.6"
"DAD1",4.43918569068917e-33,0.262701370218609,0.951,0.879,9.507403993749e-29,"3","DAD1"
"MPZL1",5.11303436902281e-33,0.298700372110322,0.524,0.387,1.09505857081362e-28,"3","MPZL1"
"SSR21",5.24670911465829e-33,0.264780186212706,0.9,0.831,1.12368769108636e-28,"3","SSR2"
"LAMB2",7.26779083318042e-33,0.343950933251896,0.593,0.463,1.55654276274225e-28,"3","LAMB2"
"HEXB",9.08986350612319e-33,0.303875460370424,0.803,0.723,1.9467760671064e-28,"3","HEXB"
"MGP1",1.38041175046895e-32,0.305217292380963,1,0.945,2.95642784597935e-28,"3","MGP"
"BICC11",1.40187852041011e-32,0.283055239862245,0.354,0.216,3.00240322716234e-28,"3","BICC1"
"PDIA3",2.43872413221066e-32,0.25206117832621,0.965,0.924,5.22301547395558e-28,"3","PDIA3"
"CARHSP1",3.68841966594305e-32,0.375413718368398,0.541,0.412,7.89948839855024e-28,"3","CARHSP1"
